,Unnamed: 0,LotFrontage,LotArea,BldgType,HouseStyle,OverallCond,YearBuilt,RoofStyle,RoofMatl,Foundation,HeatingQC,CentralAir,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PoolArea,YrSold,TotalSF,TotalBathSum,SalePrice
714,714,60.0,13517,1Fam,2Story,8,1976,Gable,CompShg,CBlock,Ex,Y,3,1,6,Typ,0,2,475,0,2010,2204,2.5,130500
715,715,78.0,10140,1Fam,1Story,5,1974,Hip,CompShg,CBlock,TA,Y,3,1,7,Typ,1,2,478,0,2009,2414,2.0,165000
716,716,60.0,10800,1Fam,2Story,8,1890,Gable,CompShg,BrkTil,Ex,Y,3,1,8,Typ,0,2,704,0,2007,3272,1.5,159500
717,717,80.0,10000,1Fam,1Story,6,1973,Gable,CompShg,CBlock,Gd,Y,3,1,5,Typ,1,2,439,0,2008,2354,2.0,157000
718,718,96.0,10542,1Fam,2Story,5,1993,Hip,CompShg,PConc,Ex,Y,3,1,9,Typ,1,3,983,0,2008,3729,3.5,341000
719,719,69.0,9920,1Fam,1Story,6,1969,Gable,CompShg,CBlock,TA,Y,3,1,5,Typ,1,1,300,0,2006,1942,1.5,128500
720,720,60.0,6563,1Fam,1Story,5,1985,Gable,CompShg,PConc,TA,Y,2,1,5,Typ,1,2,564,0,2006,3484,3.0,275000
721,721,60.0,4426,TwnhsE,1Story,5,2004,Gable,CompShg,PConc,Ex,Y,1,1,3,Typ,0,2,420,0,2010,1696,2.0,143000
722,722,70.0,8120,1Fam,1Story,7,1970,Gable,CompShg,CBlock,Ex,Y,3,1,5,Typ,0,2,463,0,2009,1728,1.0,124500
723,723,60.0,8172,1Fam,1.5Fin,6,1954,Gable,CompShg,PConc,Ex,Y,4,1,7,Typ,0,1,548,0,2008,2411,2.0,135000
724,724,86.0,13286,1Fam,1Story,5,2007,Hip,CompShg,PConc,Ex,Y,3,1,8,Typ,1,3,768,0,2009,3396,3.0,320000
725,725,60.0,6960,1Fam,1Story,6,1970,Gable,CompShg,CBlock,TA,Y,3,1,5,Typ,0,2,660,0,2009,1728,1.0,120500
726,726,60.0,21695,1Fam,1Story,9,1988,Hip,CompShg,CBlock,Ex,Y,3,1,5,Typ,1,2,540,0,2009,2560,3.0,222000
727,727,64.0,7314,1Fam,1Story,5,2007,Gable,CompShg,PConc,Ex,Y,2,1,6,Typ,0,2,632,0,2009,2464,3.0,194500
728,728,85.0,11475,Duplex,1Story,5,1958,Gable,CompShg,CBlock,TA,Y,4,2,9,Typ,0,3,888,0,2009,3360,3.0,110000
729,729,52.0,6240,1Fam,1.5Fin,5,1925,Gable,CompShg,CBlock,TA,Y,2,1,5,Typ,0,2,539,0,2009,1628,1.0,103000
730,730,39.0,5389,TwnhsE,1Story,5,1995,Gable,CompShg,PConc,Ex,Y,2,1,5,Typ,1,2,608,0,2010,3211,3.0,236500
731,731,73.0,9590,1Fam,SLvl,5,2003,Gable,CompShg,PConc,Ex,Y,3,1,6,Typ,1,2,438,0,2007,2014,3.0,187500
732,732,75.0,11404,1Fam,2Story,5,1998,Gable,CompShg,PConc,Ex,Y,3,1,8,Typ,1,2,541,0,2008,3184,2.5,222500
733,733,80.0,10000,1Fam,1Story,6,1961,Hip,CompShg,CBlock,Ex,Y,3,1,6,Typ,1,1,264,0,2009,2008,2.0,131400
734,734,60.0,8978,1Fam,1Story,5,1968,Gable,CompShg,PConc,TA,Y,3,1,6,Typ,0,1,300,0,2007,1896,1.0,108000
735,735,60.0,10800,1Fam,2.5Unf,7,1914,Gable,CompShg,BrkTil,Fa,N,2,1,6,Typ,2,2,320,0,2006,2648,1.5,163000
736,736,60.0,8544,Duplex,1Story,4,1950,Gable,CompShg,CBlock,Gd,N,2,2,6,Typ,0,2,400,0,2006,1040,2.0,93500
737,737,72.0,10463,1Fam,2Story,5,2005,Gable,CompShg,PConc,Ex,Y,3,1,8,Typ,1,3,800,0,2006,2694,2.5,239900
738,738,60.0,10800,Duplex,1Story,5,1987,Gable,CompShg,CBlock,TA,Y,3,1,5,Typ,0,0,0,0,2009,2400,6.0,179000
739,739,65.0,9313,1Fam,2Story,5,2004,Gable,CompShg,PConc,Ex,Y,3,1,7,Typ,0,2,572,0,2009,2592,2.5,190000
740,740,60.0,9600,1Fam,2Story,7,1910,Gable,CompShg,BrkTil,Ex,Y,2,1,7,Typ,0,2,360,0,2007,1696,2.0,132000
741,741,65.0,6768,1Fam,1Story,8,1961,Hip,CompShg,CBlock,Gd,Y,3,1,5,Typ,0,1,288,0,2008,1824,2.5,142000
742,742,65.0,8450,1Fam,1Story,5,2000,Gable,CompShg,PConc,Ex,Y,3,1,6,Typ,0,2,539,0,2007,2698,2.0,179000
743,743,70.0,12886,1Fam,SLvl,6,1963,Gable,CompShg,CBlock,Ex,Y,3,1,6,Min2,1,2,480,0,2009,1984,2.5,175000
744,744,41.0,5395,TwnhsE,1Story,5,1993,Gable,CompShg,PConc,Gd,Y,2,1,5,Typ,1,2,462,0,2008,2674,3.0,180000
745,745,60.0,8963,1Fam,2Story,9,1976,Hip,CompShg,CBlock,Ex,Y,4,1,11,Typ,2,2,831,0,2008,3857,4.0,299800
746,746,60.0,8795,1Fam,2Story,5,2000,Gable,CompShg,PConc,Ex,Y,4,1,8,Typ,1,2,554,0,2009,3208,2.5,236000
747,747,65.0,11700,1Fam,2Story,7,1880,Mansard,CompShg,Stone,TA,N,4,1,8,Typ,1,4,864,0,2009,3880,1.5,265979
748,748,59.0,10593,1Fam,1Story,5,1996,Hip,CompShg,PConc,Ex,Y,3,1,7,Typ,1,2,527,0,2010,3440,3.0,260400
749,749,50.0,8405,1Fam,1.5Fin,3,1945,Gable,CompShg,Slab,TA,N,4,1,9,Mod,0,1,240,0,2009,1529,2.0,98000
750,750,55.0,8800,1Fam,1.5Fin,7,1910,Gable,CompShg,BrkTil,Gd,Y,3,1,7,Min2,0,0,0,0,2010,1716,1.0,96500
751,751,60.0,7750,1Fam,2Story,5,2003,Gable,CompShg,PConc,Ex,Y,3,1,6,Typ,0,2,400,0,2007,1980,2.5,162000
752,752,79.0,9236,1Fam,1Story,5,1997,Gable,CompShg,PConc,Ex,Y,3,1,6,Typ,0,2,576,0,2006,2973,3.0,217000
753,753,80.0,10240,1Fam,2Story,5,2005,Gable,CompShg,PConc,Gd,Y,3,1,8,Typ,1,3,878,0,2006,3128,2.5,275500
754,754,61.0,7930,1Fam,1Story,8,1969,Gable,CompShg,CBlock,Gd,Y,3,1,5,Typ,0,2,440,0,2009,2052,2.0,156000
755,755,34.0,3230,TwnhsE,2Story,5,1999,Gable,CompShg,PConc,Gd,Y,3,1,6,Typ,0,2,440,0,2009,2200,2.5,172500
756,756,68.0,10769,1Fam,2Story,5,2007,Gable,CompShg,PConc,Ex,Y,3,1,7,Typ,0,2,578,0,2009,2634,2.5,212000
757,757,60.0,11616,1Fam,2Story,5,1978,Hip,CompShg,CBlock,TA,Y,3,1,6,Typ,1,2,440,0,2010,2058,2.5,158900
758,758,24.0,2280,Twnhs,2Story,5,1999,Gable,CompShg,PConc,Gd,Y,3,1,6,Typ,0,2,440,0,2008,2245,2.5,179400
759,759,65.0,12257,1Fam,2Story,5,1995,Gable,CompShg,PConc,Ex,Y,4,1,9,Typ,1,3,752,0,2007,3849,2.5,290000
760,760,70.0,9100,1Fam,1Story,6,1959,Hip,CompShg,CBlock,Ex,Y,2,1,5,Typ,0,1,300,0,2009,1728,1.0,127500
761,761,60.0,6911,1Fam,1Story,5,1924,Gable,CompShg,PConc,TA,Y,2,1,5,Min1,0,2,440,0,2009,2446,1.0,100000
762,762,72.0,8640,1Fam,2Story,5,2009,Gable,CompShg,PConc,Ex,Y,3,1,7,Typ,0,2,614,0,2010,2303,2.5,215200
763,763,82.0,9430,1Fam,2Story,5,1999,Gable,CompShg,PConc,Ex,Y,3,1,8,Typ,1,3,856,0,2009,3617,3.5,337000
764,764,30.0,9549,TwnhsE,1Story,5,1995,Hip,CompShg,PConc,Ex,Y,2,1,6,Typ,1,2,481,0,2006,2988,2.5,270000
765,765,75.0,14587,1Fam,1Story,5,2008,Gable,CompShg,PConc,Ex,Y,2,1,6,Typ,1,2,592,0,2008,3004,2.0,264132
766,766,80.0,10421,1Fam,2Story,5,1988,Gable,CompShg,CBlock,TA,Y,3,1,7,Typ,1,2,496,0,2010,2694,2.5,196500
767,767,75.0,12508,1Fam,1.5Fin,7,1940,Gable,CompShg,CBlock,Ex,Y,4,1,7,Mod,0,1,423,0,2008,2733,3.0,160000
768,768,70.0,9100,1Fam,1Story,5,2004,Hip,CompShg,PConc,Ex,Y,3,1,8,Typ,1,2,484,0,2006,3696,2.0,216837
769,769,47.0,53504,1Fam,2Story,5,2003,Hip,CompShg,PConc,Ex,Y,4,1,12,Mod,1,3,841,0,2010,4929,4.5,538000
770,770,60.0,7252,1Fam,SFoyer,5,1982,Hip,CompShg,CBlock,TA,Y,2,1,5,Typ,0,2,576,0,2009,1716,2.0,134900
771,771,67.0,8877,1Fam,1Story,5,1951,Gable,CompShg,CBlock,TA,Y,2,1,6,Typ,0,2,396,0,2006,2056,1.0,102000
772,772,94.0,7819,1Fam,SLvl,5,1976,Gable,CompShg,CBlock,TA,Y,3,1,6,Typ,1,2,672,0,2010,2146,2.0,107000
773,773,70.0,10150,1Fam,1Story,5,1958,Gable,CompShg,CBlock,Ex,Y,2,1,5,Typ,0,1,275,0,2007,1824,1.0,114500
774,774,110.0,14226,1Fam,1Story,5,2006,Hip,CompShg,PConc,Gd,Y,3,1,9,Typ,1,3,895,0,2007,3908,2.0,395000
775,775,32.0,4500,TwnhsE,1Story,5,1998,Hip,CompShg,PConc,Ex,Y,2,1,5,Typ,0,2,412,0,2009,2408,3.0,162000
776,776,86.0,11210,1Fam,1Story,5,2005,Gable,CompShg,PConc,Ex,Y,3,1,7,Typ,0,3,865,0,2006,3228,2.0,221500
777,777,100.0,13350,1Fam,1Story,5,1974,Hip,CompShg,CBlock,TA,Y,3,1,5,Typ,1,2,440,0,2006,1758,2.0,142500
778,778,60.0,8400,Duplex,1Story,5,1977,Gable,CompShg,Slab,TA,Y,4,2,10,Typ,2,2,630,0,2007,2020,2.0,144000
779,779,78.0,10530,Duplex,SFoyer,5,1977,Gable,CompShg,CBlock,TA,Y,2,1,4,Typ,0,2,504,0,2006,1979,2.0,135000
780,780,63.0,7875,1Fam,1Story,5,1995,Gable,CompShg,PConc,Gd,Y,3,1,6,Typ,1,2,402,0,2007,2490,2.0,176000
781,781,65.0,7153,1Fam,2Story,5,1992,Gable,CompShg,PConc,Ex,Y,3,1,7,Typ,0,2,484,0,2006,2364,2.5,175900
782,782,67.0,16285,1Fam,1Story,5,2001,Gable,CompShg,PConc,Ex,Y,3,1,6,Typ,0,2,605,0,2009,2843,2.0,187100
783,783,60.0,9101,1Fam,SFoyer,6,1978,Gable,CompShg,PConc,Ex,Y,1,1,4,Typ,1,2,602,0,2009,2207,2.0,165500
784,784,35.0,6300,1Fam,2.5Unf,6,1914,Gable,CompShg,CBlock,Ex,Y,3,1,9,Typ,1,0,0,0,2008,2226,2.0,128000
785,785,60.0,9790,1Fam,1Story,5,1967,Gable,CompShg,CBlock,TA,Y,3,1,7,Typ,1,2,457,0,2009,2714,2.0,161500
786,786,60.0,10800,1Fam,1.5Fin,6,1915,Gable,CompShg,PConc,TA,Y,4,1,7,Typ,0,1,416,0,2010,2338,3.0,139000
787,787,76.0,10142,1Fam,2Story,5,2004,Gable,CompShg,PConc,Ex,Y,4,1,8,Typ,0,2,618,0,2010,3040,3.5,233000
788,788,50.0,6000,1Fam,1Story,7,1954,Gable,CompShg,CBlock,Ex,Y,2,1,4,Typ,0,1,281,0,2008,1802,1.0,107900
789,789,60.0,12205,1Fam,2Story,8,1966,Gable,CompShg,CBlock,Gd,Y,5,1,9,Typ,0,2,444,0,2007,2919,2.5,187500
790,790,43.0,3182,TwnhsE,1Story,5,2005,Gable,CompShg,PConc,Ex,Y,2,1,5,Typ,1,2,397,0,2009,2290,2.0,160200
791,791,60.0,11333,1Fam,SLvl,5,1976,Gable,CompShg,PConc,TA,Y,3,1,5,Typ,2,2,539,0,2007,2091,2.0,146800
792,792,92.0,9920,1Fam,2Story,5,1996,Gable,CompShg,PConc,Ex,Y,3,1,8,Typ,1,2,455,0,2007,3130,3.5,269790
793,793,76.0,9158,1Fam,1Story,5,2007,Gable,CompShg,PConc,Ex,Y,3,1,7,Typ,0,2,474,0,2007,2992,2.0,225000
794,794,60.0,10832,1Fam,2Story,5,1994,Gable,CompShg,PConc,Ex,Y,3,1,7,Typ,1,2,409,0,2008,2607,2.5,194500
795,795,70.0,8400,1Fam,2Story,6,1980,Gable,CompShg,CBlock,TA,Y,3,1,7,Typ,1,2,476,0,2010,2214,2.5,171000
796,796,71.0,8197,1Fam,1Story,5,1977,Gable,CompShg,CBlock,Ex,Y,3,1,7,Typ,1,2,528,0,2007,1945,1.5,143500
797,797,57.0,7677,1Fam,1Story,5,1953,Gable,CompShg,CBlock,Gd,Y,2,1,4,Typ,0,1,240,0,2008,1546,1.0,110000
798,798,104.0,13518,1Fam,2Story,5,2008,Hip,CompShg,PConc,Ex,Y,4,1,11,Typ,2,3,820,0,2009,5066,3.5,485000
799,799,60.0,7200,1Fam,1.5Fin,7,1937,Gable,CompShg,BrkTil,Ex,Y,3,1,7,Typ,2,1,240,0,2007,2499,2.5,175000
800,800,79.0,12798,1Fam,2Story,5,1997,Gable,CompShg,PConc,Gd,Y,4,1,8,Typ,0,2,603,0,2008,2304,3.5,200000
801,801,40.0,4800,1Fam,1Story,7,1916,Gable,CompShg,CBlock,Ex,Y,2,1,5,Typ,0,2,440,0,2007,2392,2.0,109900
802,802,63.0,8199,1Fam,2Story,5,2005,Gable,CompShg,PConc,Ex,Y,3,1,7,Typ,1,2,410,0,2008,2184,3.5,189000
803,803,107.0,13891,1Fam,2Story,5,2008,Hip,CompShg,PConc,Ex,Y,4,1,12,Typ,1,3,1020,0,2009,4556,3.5,582933
804,804,75.0,9000,1Fam,1Story,5,1954,Gable,CompShg,CBlock,TA,Y,2,1,5,Min1,0,1,286,0,2006,2064,1.0,118000
805,805,91.0,12274,1Fam,1Story,5,2008,Gable,CompShg,PConc,Ex,Y,3,1,6,Typ,0,2,554,0,2008,2845,2.0,227680
806,806,75.0,9750,1Fam,SLvl,5,1967,Gable,CompShg,PConc,Gd,Y,3,1,6,Typ,0,1,384,0,2006,1960,2.0,135500
807,807,144.0,21384,1Fam,2Story,6,1923,Gable,CompShg,CBlock,Ex,Y,3,1,6,Typ,1,2,528,0,2009,2900,3.5,223500
808,808,85.0,13400,1Fam,SLvl,5,1966,Gable,CompShg,CBlock,TA,Y,3,1,6,Typ,1,2,484,0,2006,2110,2.0,159950
809,809,90.0,8100,1Fam,2.5Unf,5,1898,Hip,CompShg,PConc,TA,N,2,3,11,Typ,0,2,360,0,2009,2987,2.0,106000
810,810,78.0,10140,1Fam,1Story,6,1974,Hip,CompShg,CBlock,Fa,Y,3,1,5,Typ,1,2,484,648,2006,2349,2.5,181000
811,811,60.0,4438,TwnhsE,1Story,5,2004,Gable,CompShg,PConc,Ex,Y,1,1,4,Typ,1,2,420,0,2008,1696,2.0,144500
812,812,66.0,8712,1Fam,1Story,5,1952,Hip,CompShg,CBlock,TA,N,2,1,4,Typ,0,2,504,0,2010,1584,1.0,55993
813,813,75.0,9750,1Fam,1Story,6,1958,Gable,CompShg,CBlock,Gd,Y,4,1,7,Typ,0,1,301,0,2007,2884,1.5,157900
814,814,45.0,8248,1Fam,1.5Fin,7,1918,Gable,CompShg,BrkTil,Gd,Y,3,1,7,Typ,0,1,280,0,2006,1936,2.0,116000
815,815,48.0,12137,1Fam,1Story,5,1998,Gable,CompShg,PConc,Ex,Y,3,1,6,Typ,0,2,598,0,2010,3310,2.0,224900
816,816,60.0,11425,1Fam,1Story,6,1954,Gable,CompShg,CBlock,Gd,Y,2,1,4,Typ,1,1,275,0,2006,2016,1.0,137000
817,817,60.0,13265,1Fam,1Story,5,2002,Hip,CompShg,PConc,Ex,Y,3,1,7,Typ,2,3,857,0,2008,3257,3.0,271000
818,818,80.0,8816,1Fam,SLvl,7,1971,Gable,CompShg,CBlock,Gd,Y,3,1,6,Typ,0,2,440,0,2010,2062,2.0,155000
819,819,44.0,6371,TwnhsE,1Story,5,2009,Gable,CompShg,PConc,Ex,Y,2,1,6,Typ,1,2,484,0,2010,2716,3.0,224000
820,820,72.0,7226,1Fam,2Story,5,2003,Gable,CompShg,PConc,Ex,Y,3,1,6,Typ,0,2,595,0,2008,2438,2.5,183000
821,821,60.0,6000,2fmCon,1Story,4,1953,Gable,CompShg,CBlock,TA,N,2,1,4,Min2,0,2,576,0,2009,1872,1.0,93000
822,822,60.0,12394,1Fam,2Story,5,2003,Gable,CompShg,PConc,Ex,Y,3,1,7,Typ,1,2,433,0,2007,2580,2.5,225000
823,823,60.0,9900,1Fam,1.5Fin,7,1940,Gable,CompShg,BrkTil,TA,Y,3,1,7,Typ,1,1,240,0,2009,2267,2.0,139500
824,824,81.0,11216,1Fam,1Story,5,2006,Gable,CompShg,PConc,Ex,Y,3,1,7,Typ,1,2,776,0,2006,2978,2.0,232600
825,825,114.0,14803,1Fam,1Story,5,2007,Hip,CompShg,PConc,Ex,Y,2,1,7,Typ,1,3,1220,0,2008,4162,3.0,385000
826,826,50.0,6130,1Fam,1.5Unf,6,1924,Gable,CompShg,BrkTil,Gd,Y,2,1,5,Typ,0,0,0,0,2008,1568,2.0,109500
827,827,65.0,8529,1Fam,1Story,5,2001,Gable,CompShg,PConc,Ex,Y,3,1,6,Typ,1,2,527,0,2009,2888,2.0,189000
828,828,60.0,28698,1Fam,2Story,5,1967,Flat,Tar&Grv,PConc,TA,Y,3,1,7,Min2,0,2,538,0,2009,3139,3.0,185000
829,829,24.0,2544,Twnhs,2Story,5,2005,Gable,CompShg,PConc,Ex,Y,2,1,4,Typ,0,2,480,0,2006,1743,2.5,147400
830,830,80.0,11900,1Fam,1Story,5,1957,Gable,CompShg,CBlock,TA,Y,3,1,6,Typ,2,2,458,0,2008,2784,2.5,166000
831,831,30.0,3180,TwnhsE,2Story,5,2005,Gable,CompShg,PConc,Ex,Y,2,1,4,Typ,0,2,480,0,2006,1720,2.5,151000
832,832,44.0,9548,1Fam,2Story,6,2003,Gable,CompShg,PConc,Ex,Y,3,1,7,Typ,1,2,613,0,2010,2770,3.5,237000
833,833,100.0,10004,1Fam,1Story,6,1964,Gable,CompShg,CBlock,TA,Y,3,1,6,Typ,0,2,472,0,2009,3032,1.5,167000
834,834,75.0,7875,1Fam,1Story,6,1961,Gable,CompShg,CBlock,Gd,Y,3,1,6,Typ,0,2,456,0,2008,2288,2.0,139950
835,835,60.0,9600,1Fam,1Story,7,1950,Gable,CompShg,CBlock,TA,Y,2,1,4,Min2,0,2,436,0,2010,2134,2.0,128000
836,836,90.0,8100,1Fam,1Story,6,1948,Gable,CompShg,BrkTil,Gd,Y,2,1,5,Min2,0,2,812,0,2007,3118,2.0,153500
837,837,21.0,1680,Twnhs,2Story,5,1973,Gable,CompShg,CBlock,TA,Y,2,1,5,Typ,0,1,264,0,2008,1470,2.5,100000
838,838,75.0,9525,1Fam,1Story,6,1995,Gable,CompShg,PConc,Ex,Y,3,1,6,Typ,0,1,352,0,2008,2198,1.5,144000
839,839,70.0,11767,1Fam,1.5Fin,6,1946,Gable,CompShg,CBlock,Ex,Y,3,1,6,Typ,0,1,240,0,2008,1968,1.0,130500
840,840,60.0,12155,1Fam,2Story,8,1925,Gable,CompShg,BrkTil,TA,N,4,1,7,Typ,0,1,400,0,2008,2154,2.0,140000
841,841,60.0,10440,1Fam,2Story,8,1904,Gable,CompShg,PConc,Gd,Y,3,1,8,Typ,1,2,686,0,2008,2189,2.0,157500
842,842,82.0,9020,1Fam,SLvl,7,1966,Gable,CompShg,CBlock,TA,Y,3,1,6,Typ,0,2,490,0,2008,2292,2.5,174900
843,843,80.0,8000,Duplex,1Story,4,1961,Gable,CompShg,CBlock,Ex,N,6,2,10,Typ,0,0,0,0,2007,3600,2.0,141000
844,844,100.0,12665,1Fam,1.5Fin,8,1915,Gable,CompShg,BrkTil,Gd,Y,4,1,7,Typ,1,3,720,0,2008,2292,1.5,153900
845,845,60.0,16647,1Fam,SFoyer,5,1975,Gable,CompShg,CBlock,TA,Y,3,1,6,Min2,2,2,611,0,2007,3091,3.0,171000
846,846,75.0,9317,1Fam,2Story,5,1993,Gable,CompShg,PConc,Ex,Y,3,1,7,Typ,1,2,425,0,2009,2515,3.5,213000
847,847,36.0,15523,1Fam,1Story,6,1972,Gable,CompShg,CBlock,Ex,Y,3,1,5,Typ,1,1,338,0,2009,1728,2.0,133500
848,848,75.0,45600,1Fam,1.5Fin,8,1908,Gable,CompShg,BrkTil,TA,Y,5,1,10,Typ,1,2,360,0,2008,3265,3.0,240000
849,849,80.0,9600,1Fam,SLvl,7,1976,Hip,CompShg,CBlock,Ex,Y,3,1,7,Typ,1,2,512,0,2007,2383,2.5,187000
850,850,36.0,4435,TwnhsE,1Story,5,2003,Gable,CompShg,PConc,Ex,Y,1,1,3,Typ,0,2,420,0,2007,1696,2.0,131500
851,851,60.0,3196,TwnhsE,1Story,5,2003,Gable,CompShg,PConc,Ex,Y,2,1,7,Typ,1,2,400,0,2006,2729,2.0,215000
852,852,53.0,7128,1Fam,2.5Unf,5,1941,Gable,CompShg,CBlock,Gd,Y,4,1,7,Typ,2,1,240,0,2007,2564,2.0,164000
853,853,60.0,12095,1Fam,SLvl,6,1964,Gable,CompShg,CBlock,TA,Y,3,1,7,Typ,1,2,645,0,2009,2572,1.5,158000
854,854,102.0,17920,1Fam,1Story,4,1955,Hip,CompShg,CBlock,TA,Y,3,1,6,Typ,1,2,454,0,2006,3542,2.5,170000
855,855,60.0,6897,1Fam,1Story,8,1962,Gable,CompShg,CBlock,Ex,Y,3,1,6,Typ,0,1,260,0,2010,2080,2.5,127000
856,856,60.0,10970,1Fam,SLvl,6,1978,Gable,CompShg,CBlock,TA,Y,3,1,5,Typ,0,2,576,0,2008,1966,2.0,147000
857,857,65.0,8125,1Fam,2Story,5,1994,Gable,CompShg,PConc,Gd,Y,3,1,6,Typ,1,2,343,0,2009,2183,2.5,174000
858,858,80.0,10400,1Fam,1Story,5,1976,Gable,CompShg,CBlock,TA,Y,3,1,6,Typ,1,2,479,0,2009,2460,2.0,152000
859,859,60.0,11029,1Fam,2Story,7,1968,Gable,CompShg,CBlock,TA,Y,4,1,9,Typ,1,2,619,0,2006,3708,3.5,250000
860,860,55.0,7642,1Fam,1.5Fin,8,1918,Gable,CompShg,BrkTil,Gd,Y,3,1,7,Typ,1,1,216,0,2007,2338,1.5,189950
861,861,75.0,11625,2fmCon,1Story,4,1965,Hip,CompShg,PConc,Ex,Y,3,1,6,Typ,0,2,504,0,2010,2078,2.5,131500
862,862,81.0,9672,1Fam,1Story,5,1984,Hip,CompShg,PConc,TA,Y,3,1,6,Typ,0,2,480,0,2010,2137,2.0,152000
863,863,70.0,7931,1Fam,1Story,5,1959,Hip,CompShg,CBlock,TA,Y,3,1,6,Typ,0,1,672,0,2009,2296,2.0,132500
864,864,72.0,8640,1Fam,1Story,5,2007,Gable,CompShg,PConc,Ex,Y,3,1,6,Typ,0,2,529,0,2008,2744,2.0,250580
865,865,60.0,8750,1Fam,1Story,6,1970,Gable,CompShg,CBlock,TA,Y,3,1,5,Typ,0,2,902,0,2009,2004,2.0,148500
866,866,67.0,10656,1Fam,1Story,5,2006,Gable,CompShg,PConc,Ex,Y,3,1,6,Typ,1,3,870,0,2007,3284,2.0,248900
867,867,85.0,6970,1Fam,1Story,5,1961,Gable,CompShg,CBlock,TA,Y,3,1,5,Typ,0,2,544,0,2007,2160,2.5,129000
868,868,60.0,14762,1Fam,2Story,6,1948,Gable,CompShg,Slab,Gd,Y,2,1,7,Typ,1,2,672,0,2006,2267,2.0,169000
869,869,80.0,9938,1Fam,2Story,5,1993,Gable,CompShg,PConc,Ex,Y,3,1,8,Typ,1,2,574,0,2010,2999,3.5,236000
870,870,60.0,6600,1Fam,1Story,5,1962,Hip,CompShg,CBlock,Gd,N,2,1,5,Typ,0,1,308,0,2009,1788,1.0,109500
871,871,70.0,8750,1Fam,2Story,5,1998,Gable,CompShg,PConc,Ex,Y,3,1,7,Typ,0,2,523,0,2010,2486,2.5,200500
872,872,74.0,8892,1Fam,1Story,7,1953,Gable,CompShg,Stone,Gd,Y,3,1,5,Typ,0,2,414,0,2008,1015,1.0,116000
873,873,60.0,12144,1Fam,1Story,7,1949,Gable,CompShg,CBlock,Gd,Y,3,1,6,Typ,1,1,288,0,2009,1868,1.0,133000
874,874,52.0,5720,1Fam,1.5Fin,6,1941,Gable,CompShg,CBlock,Ex,Y,3,1,5,Typ,0,1,200,0,2009,1807,1.5,66500
875,875,75.0,9000,1Fam,2Story,5,2007,Gable,CompShg,PConc,Ex,Y,4,1,11,Typ,1,2,550,0,2007,3794,2.5,303477
876,876,94.0,25286,1Fam,1Story,5,1963,Gable,CompShg,PConc,Gd,Y,3,1,5,Typ,0,2,648,0,2007,2104,2.0,132250
877,877,74.0,8834,1Fam,2Story,5,2004,Hip,CompShg,PConc,Ex,Y,4,1,10,Typ,1,3,738,0,2009,3686,3.5,350000
878,878,88.0,11782,1Fam,SFoyer,7,1961,Gable,CompShg,CBlock,TA,Y,3,1,6,Min2,0,2,576,0,2010,2264,2.0,148000
879,879,60.0,7000,1Fam,1Story,8,1978,Gable,CompShg,CBlock,Ex,Y,3,1,6,Typ,0,1,336,0,2009,1728,2.0,136500
880,880,60.0,7024,1Fam,1Story,5,2005,Gable,CompShg,PConc,Gd,Y,2,1,5,Typ,0,2,450,0,2007,2180,2.5,157000
881,881,44.0,13758,1Fam,1.5Fin,5,1990,Gable,CompShg,CBlock,Ex,Y,3,1,7,Typ,1,2,400,0,2007,2873,2.5,187500
882,882,60.0,9636,1Fam,2Story,5,1992,Gable,CompShg,PConc,Gd,Y,3,1,7,Typ,1,2,389,0,2009,2401,2.5,178000
883,883,60.0,6204,1Fam,2.5Fin,5,1912,Gable,CompShg,PConc,TA,N,5,1,10,Typ,0,1,440,0,2006,2544,2.0,118500
884,884,65.0,7150,1Fam,1Story,5,1967,Gable,CompShg,CBlock,TA,Y,3,1,5,Typ,0,1,288,0,2009,1784,1.0,100000
885,885,50.0,5119,TwnhsE,1Story,5,1999,Gable,CompShg,PConc,Ex,Y,2,1,5,Typ,1,2,506,0,2008,3407,3.0,328900
886,886,70.0,8393,Duplex,1Story,5,1959,Gable,CompShg,CBlock,Ex,Y,4,2,8,Typ,0,2,588,0,2006,3338,2.0,145000
887,887,59.0,16466,1Fam,1.5Fin,7,1955,Gable,CompShg,PConc,TA,Y,3,1,8,Typ,0,1,300,0,2008,2209,1.5,135500
888,888,95.0,15865,1Fam,1Story,6,1970,Flat,Tar&Grv,PConc,Ex,Y,4,1,8,Typ,1,2,621,0,2007,4434,3.0,268000
889,889,128.0,12160,1Fam,1Story,4,1953,Hip,CompShg,CBlock,Ex,Y,2,1,6,Typ,1,2,505,0,2009,3010,2.0,149500
890,890,60.0,8064,1Fam,1.5Fin,7,1949,Gable,CompShg,CBlock,Ex,Y,3,1,6,Typ,1,2,576,0,2007,1596,1.0,122900
891,891,70.0,11184,1Fam,2Story,5,1978,Hip,CompShg,CBlock,Gd,Y,3,1,7,Typ,1,2,440,0,2009,2601,2.5,172500
892,892,70.0,8414,1Fam,1Story,8,1963,Hip,CompShg,CBlock,TA,Y,3,1,6,Typ,0,1,264,0,2006,2127,1.5,154500
