,Unnamed: 0,LotFrontage,LotArea,BldgType,HouseStyle,OverallCond,RoofStyle,RoofMatl,Foundation,HeatingQC,CentralAir,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PoolArea,TotalSF,TotalBathSum,SalePrice,AgeOfHouseSold
1001,1001,60.0,5400,0,2,6,1,1,0,0,1,2,1,4,6,0,1,216,0,1382,1.0,86000,87
1002,1002,75.0,11957,0,2,5,1,1,2,0,1,3,1,7,6,1,3,824,0,3148,2.0,232000,2
1003,1003,60.0,11500,2,2,6,1,1,1,1,1,4,2,8,6,0,2,528,0,3360,2.0,136905,31
1004,1004,43.0,3182,4,2,5,1,1,2,0,1,1,1,7,6,1,2,457,0,2850,2.0,181000,4
1005,1005,65.0,8385,0,7,8,1,1,1,4,1,3,1,6,6,0,1,328,0,1970,2.0,149900,31
1006,1006,60.0,12155,0,2,3,1,1,1,2,1,3,1,7,6,1,2,484,0,3314,2.5,163500,37
1007,1007,21.0,2217,4,5,4,1,1,1,4,1,3,1,6,6,0,1,286,0,1638,1.5,88000,39
1008,1008,43.0,12118,0,2,5,3,1,2,0,1,3,1,7,6,1,2,550,0,3420,2.0,240000,5
1009,1009,60.0,6000,0,0,5,1,1,0,0,1,4,1,7,6,0,0,0,0,2016,2.0,102000,80
1010,1010,115.0,21286,0,0,5,1,1,1,4,1,4,1,7,6,1,1,312,0,1991,2.0,135000,60
1011,1011,75.0,9825,2,2,5,3,1,1,4,0,4,2,8,6,0,0,0,0,1664,2.0,100000,45
1012,1012,55.0,10592,0,5,7,3,1,2,4,1,3,1,7,6,2,1,180,0,2104,1.5,165000,84
1013,1013,60.0,7200,0,2,4,3,1,0,4,0,2,1,4,1,0,1,280,0,2044,2.0,85000,99
1014,1014,60.0,11664,0,2,5,1,1,1,4,1,2,1,5,6,1,1,240,0,2164,1.0,119200,59
1015,1015,70.0,8400,0,5,6,1,1,2,0,1,3,1,6,6,0,2,528,0,2475,3.5,227000,8
1016,1016,73.0,11883,0,2,5,3,1,2,0,1,3,1,6,6,1,2,478,0,3008,3.0,203000,13
1017,1017,60.0,5814,4,2,5,1,1,1,2,1,1,1,4,6,1,2,565,0,2580,2.0,187500,25
1018,1018,60.0,10784,0,7,5,1,1,2,2,1,3,1,7,6,1,2,402,0,1856,2.5,160000,16
1019,1019,43.0,3013,4,2,5,1,1,2,0,1,2,1,6,6,1,2,440,0,2868,2.0,213490,1
1020,1020,60.0,7024,0,2,5,1,1,2,0,1,2,1,5,6,0,2,451,0,2264,2.5,176000,3
1021,1021,64.0,7406,0,2,5,1,1,2,0,1,2,1,6,6,0,2,632,0,2419,3.0,194000,0
1022,1022,52.0,9439,0,0,5,1,1,1,2,1,2,1,6,6,0,1,160,0,2160,1.0,87000,77
1023,1023,43.0,3182,4,2,5,1,1,2,0,1,2,1,7,6,1,2,437,0,2850,2.0,191000,3
1024,1024,60.0,15498,0,2,6,3,6,1,4,1,2,1,10,6,1,2,665,0,4463,3.0,287000,32
1025,1025,70.0,7700,0,2,5,1,1,1,4,1,3,1,5,6,0,2,461,0,1764,2.0,112500,35
1026,1026,73.0,9300,0,2,5,1,1,1,4,1,3,1,6,6,2,2,461,0,2532,2.0,167500,50
1027,1027,71.0,9520,0,2,5,1,1,2,0,1,3,1,7,6,1,3,800,0,3284,3.0,293077,1
1028,1028,79.0,9492,0,0,5,1,1,1,4,1,3,1,6,6,1,1,240,0,2144,2.0,105000,66
1029,1029,21.0,1680,3,5,7,1,1,1,2,1,3,1,7,6,0,1,264,0,1890,2.0,118000,34
1030,1030,60.0,7082,1,5,8,1,1,2,2,1,5,2,10,6,0,0,0,0,2614,2.0,160000,90
1031,1031,102.0,15863,0,3,3,1,1,0,0,1,5,1,12,6,2,2,672,0,3509,3.5,197000,89
1032,1032,60.0,14541,0,5,7,1,1,2,0,1,5,1,10,6,1,3,796,0,3858,3.5,310000,13
1033,1033,60.0,8125,0,2,5,1,1,2,0,1,3,1,6,6,0,3,900,0,3308,3.0,230000,4
1034,1034,50.0,6305,0,2,7,1,1,2,0,1,2,1,5,6,1,1,240,0,1874,1.0,119750,69
1035,1035,60.0,11500,0,2,3,1,1,3,0,0,3,1,5,6,0,1,290,0,845,1.0,84000,52
1036,1036,89.0,12898,0,2,5,3,1,2,0,1,2,1,6,6,1,3,912,0,3240,3.0,315500,2
1037,1037,60.0,9240,0,5,5,1,1,2,0,1,3,1,7,6,1,2,905,0,3318,2.5,287000,7
1038,1038,21.0,1533,3,5,6,1,1,1,4,1,3,1,6,6,1,0,0,0,1890,1.5,97000,39
1039,1039,21.0,1477,4,6,4,1,1,1,4,1,1,1,3,6,0,1,286,0,1260,2.0,80000,39
1040,1040,88.0,13125,0,2,4,1,1,1,0,1,3,1,8,0,1,2,484,0,2937,3.0,155000,49
1041,1041,60.0,9130,0,5,8,3,1,1,2,1,4,1,7,6,0,2,484,0,2432,2.0,173000,42
1042,1042,34.0,5381,3,2,5,1,1,2,0,1,1,1,5,6,1,2,624,0,2612,3.0,196000,4
1043,1043,86.0,11839,0,5,5,3,1,2,0,1,4,1,10,6,1,2,514,0,3804,3.5,262280,18
1044,1044,80.0,9600,0,2,5,3,7,2,4,1,4,1,9,6,1,2,542,0,5048,3.5,278000,28
1045,1045,60.0,13680,0,2,5,3,1,3,0,1,4,1,8,3,1,2,452,0,1733,2.0,139600,54
1046,1046,85.0,16056,0,5,5,3,1,2,0,1,4,1,11,6,1,3,716,0,4860,3.5,556581,1
1047,1047,57.0,9245,0,2,5,1,1,2,0,1,3,1,5,6,0,2,672,0,1980,1.5,145000,14
1048,1048,100.0,21750,0,2,4,3,1,3,4,1,3,1,9,2,1,2,336,0,1771,1.0,115000,49
1049,1049,60.0,11100,0,2,7,1,1,1,0,1,2,1,6,6,0,1,308,0,930,1.0,84900,64
1050,1050,73.0,8993,0,2,5,1,1,2,0,1,3,1,6,6,0,2,436,0,2604,2.0,176485,0
1051,1051,103.0,11175,0,2,5,1,1,2,0,1,3,1,6,6,1,2,440,0,2632,2.0,200141,0
1052,1052,100.0,9500,0,5,6,1,1,1,4,1,4,1,9,6,1,2,540,0,2793,2.0,165000,43
1053,1053,68.0,8562,0,2,6,3,1,1,0,1,4,1,7,3,1,1,364,0,2742,1.0,144500,53
1054,1054,90.0,11367,0,5,5,1,1,2,0,1,3,1,7,6,1,2,586,0,3054,3.5,255000,4
1055,1055,104.0,11361,0,2,5,1,1,1,4,1,3,1,7,6,1,2,478,0,2716,2.5,180000,32
1056,1056,43.0,7052,4,2,5,1,1,2,0,1,2,1,6,6,1,2,484,0,2728,3.0,185850,1
1057,1057,60.0,29959,0,5,6,1,1,2,0,1,3,1,7,6,1,2,467,0,2823,2.5,248000,15
1058,1058,96.0,11308,0,5,5,1,1,2,0,1,3,1,10,6,1,3,836,0,3288,3.5,335000,1
1059,1059,60.0,11275,0,0,7,1,1,1,4,1,3,1,7,6,1,2,432,0,2845,1.5,220000,75
1060,1060,41.0,4920,4,2,5,1,1,2,0,1,2,1,6,6,0,2,582,0,2676,3.0,213500,9
1061,1061,120.0,18000,0,2,4,1,1,1,4,1,2,1,6,6,0,3,1248,0,1788,1.0,81000,73
1062,1062,85.0,13600,1,5,5,1,1,0,4,0,5,2,10,3,0,2,560,0,2999,2.0,90000,107
1063,1063,50.0,6000,0,2,6,1,1,0,2,1,2,1,5,6,1,2,440,0,2206,1.0,110500,81
1064,1064,60.0,11000,0,2,6,1,1,1,0,1,3,1,6,6,1,2,480,0,2308,1.5,154000,43
1065,1065,80.0,14000,0,5,5,1,1,2,0,1,3,1,7,6,0,2,533,0,3566,3.5,328000,14
1066,1066,59.0,7837,0,5,7,1,1,2,2,1,3,1,7,6,1,2,380,0,2370,2.5,178000,16
1067,1067,80.0,9760,0,5,6,1,1,1,4,1,4,1,7,6,0,2,442,0,2391,2.5,167900,44
1068,1068,42.0,3964,4,5,4,1,1,1,2,1,5,1,10,0,1,2,576,0,3463,3.5,151400,33
1069,1069,60.0,9600,0,1,7,1,1,1,4,1,2,1,4,6,0,2,576,0,1738,1.5,135000,58
1070,1070,72.0,10152,0,2,5,3,1,1,4,1,3,1,6,6,0,1,286,0,2096,2.0,135000,51
1071,1071,78.0,11700,0,5,6,1,1,1,0,1,4,1,8,6,0,2,441,0,2283,1.5,154000,41
1072,1072,50.0,7585,0,0,3,1,1,1,1,1,4,1,7,6,1,1,280,0,2266,2.5,91500,58
1073,1073,75.0,7950,0,5,6,3,1,1,4,1,3,1,6,6,0,2,440,0,2116,1.5,159500,32
1074,1074,74.0,8556,0,2,5,1,1,2,0,1,2,1,5,6,0,3,826,0,2480,2.0,194000,1
1075,1075,75.0,13125,0,5,6,1,1,1,4,1,3,1,6,6,2,1,240,0,2540,1.5,219500,67
1076,1076,60.0,10800,0,0,8,1,1,1,2,1,3,1,7,2,1,2,566,0,2262,2.5,170000,70
1077,1077,60.0,15870,0,2,5,1,1,1,0,1,3,1,6,6,0,1,299,0,2192,2.0,138800,37
1078,1078,37.0,4435,4,2,5,1,1,2,0,1,1,1,3,6,1,2,420,0,1696,2.0,155900,2
1079,1079,65.0,8775,0,2,5,1,1,2,2,1,3,1,5,6,0,1,299,0,1980,1.0,126000,13
1080,1080,80.0,11040,0,2,7,1,1,1,0,1,3,1,5,6,0,2,528,0,2516,2.5,145000,37
1081,1081,75.0,7500,0,2,5,1,1,1,1,1,3,1,5,6,0,1,308,0,2080,2.5,133000,47
1082,1082,70.0,8749,0,2,5,1,1,2,0,1,3,1,6,6,1,2,527,0,2918,2.0,192000,5
1083,1083,80.0,8800,0,2,6,3,1,1,4,1,3,1,6,6,2,1,461,0,2502,2.0,160000,42
1084,1084,60.0,13031,0,5,5,1,1,2,2,1,3,1,6,6,1,2,409,0,2189,2.5,187500,11
1085,1085,73.0,9069,0,6,6,1,1,2,0,1,2,1,5,6,0,2,564,0,1932,2.0,147000,18
1086,1086,60.0,1974,4,5,5,1,1,1,4,1,3,1,6,6,0,1,286,0,1638,1.5,83500,37
1087,1087,85.0,10574,0,5,5,1,1,2,0,1,3,1,9,6,1,3,1043,0,3035,2.5,252000,4
1088,1088,24.0,2522,3,5,5,1,1,2,0,1,3,1,7,0,0,2,380,0,2679,2.0,137500,2
1089,1089,37.0,3316,4,2,5,1,1,2,0,1,1,1,4,6,1,2,550,0,2494,2.5,197000,1
1090,1090,60.0,8544,2,2,4,1,1,3,1,0,2,2,6,6,0,2,400,0,1040,2.0,92900,59
1091,1091,24.0,2160,3,5,5,1,1,2,0,1,2,1,4,6,0,2,462,0,1852,3.5,160000,9
1092,1092,60.0,8400,0,0,5,1,1,2,1,1,4,1,7,6,1,2,576,0,2875,2.0,136500,83
1093,1093,71.0,9230,0,2,8,3,1,1,2,1,1,1,6,6,0,2,884,0,2064,2.5,146000,41
1094,1094,74.0,5868,0,2,7,1,1,1,0,1,2,1,4,6,0,1,308,0,1872,2.0,129000,54
1095,1095,78.0,9317,0,2,5,1,1,2,2,1,3,1,6,6,1,2,440,0,2628,2.0,176432,1
1096,1096,60.0,6882,0,5,7,1,1,2,4,1,3,1,7,6,0,0,0,0,2039,1.5,127000,93
1097,1097,60.0,3696,4,2,5,1,1,1,0,1,2,1,5,6,0,2,461,0,2162,1.5,170000,21
1098,1098,50.0,6000,0,0,6,1,1,0,4,1,3,1,6,6,0,1,240,0,1996,1.0,128000,73
1099,1099,82.0,11880,0,2,5,1,1,1,4,1,3,1,7,6,1,2,478,0,2872,2.0,157000,31
1100,1100,60.0,8400,0,2,5,1,1,1,4,0,1,1,3,6,0,1,246,0,728,1.0,60000,89
1101,1101,61.0,9758,0,2,5,1,1,1,4,1,3,1,5,6,0,1,280,0,1900,1.0,119500,36
1102,1102,70.0,7000,0,2,7,1,1,1,0,1,2,1,6,6,0,1,254,0,2144,1.0,135000,47
1103,1103,79.0,8910,0,2,6,3,1,1,0,1,3,1,6,6,1,2,539,0,1849,1.5,159500,47
1104,1104,24.0,2016,4,5,5,1,1,1,4,1,3,1,6,6,0,2,440,0,1932,2.5,106000,37
1105,1105,98.0,12256,0,5,5,1,1,2,0,1,3,1,9,6,2,2,712,0,4085,3.5,325000,16
1106,1106,114.0,10357,0,2,5,3,1,2,2,1,3,1,6,6,1,2,719,0,2352,3.0,179900,17
1107,1107,168.0,23257,0,5,5,1,1,2,0,1,3,1,9,6,1,2,422,0,2889,2.5,274725,0
1108,1108,60.0,8063,0,5,5,1,1,2,0,1,3,1,7,6,1,2,463,0,2614,2.5,181000,7
1109,1109,107.0,11362,0,2,5,1,1,2,0,1,3,1,7,6,1,3,862,0,3672,3.0,280000,5
1110,1110,60.0,8000,0,5,5,1,1,2,2,1,3,1,8,6,1,2,431,0,2431,3.5,188000,13
1111,1111,80.0,10480,0,5,6,3,1,1,4,1,4,1,8,6,1,2,483,0,2767,2.5,205000,32
1112,1112,73.0,7100,0,2,7,1,1,1,4,1,2,1,5,6,0,1,308,0,1632,2.0,129900,49
1113,1113,66.0,8923,0,2,7,1,1,1,2,1,2,1,6,6,0,1,240,0,2016,2.0,134500,54
1114,1114,90.0,5400,0,2,7,1,1,1,0,1,2,1,4,6,0,1,326,0,1666,1.0,117000,52
1115,1115,93.0,12085,0,2,5,3,1,2,0,1,3,1,7,6,1,3,928,0,3468,3.0,318000,0
1116,1116,60.0,7750,0,7,5,3,1,2,0,1,3,1,7,6,1,2,527,0,1827,3.5,184100,7
1117,1117,57.0,9764,0,2,7,1,1,1,0,1,3,1,5,6,0,2,450,0,1788,2.0,130000,41
1118,1118,85.0,13825,0,7,6,1,1,1,4,1,3,1,6,3,0,1,300,0,2134,1.5,140000,50
1119,1119,70.0,7560,0,2,5,1,1,1,4,1,3,1,6,6,0,1,286,0,2080,1.0,133700,47
1120,1120,59.0,8263,0,2,5,1,1,0,4,1,2,1,6,6,1,1,308,0,2024,1.0,118400,87
1121,1121,84.0,10084,0,2,5,1,1,2,0,1,3,1,7,6,0,3,782,0,3104,2.0,212900,1
1122,1122,60.0,8926,0,2,3,1,1,1,0,1,3,1,5,6,0,1,288,0,1632,1.0,112000,53
1123,1123,50.0,9405,0,2,9,3,1,1,0,1,2,1,4,6,0,0,0,0,1396,1.5,118000,62
1124,1124,60.0,9125,0,7,5,1,1,2,2,1,3,1,7,6,1,2,392,0,1866,2.5,163900,15
1125,1125,60.0,10434,0,2,5,1,1,1,4,1,2,1,5,6,1,2,672,0,2010,1.0,115000,54
1126,1126,53.0,3684,4,2,5,3,1,2,0,1,2,1,7,6,1,3,660,0,2928,2.0,174000,2
1127,1127,182.0,14572,0,2,5,3,1,2,0,1,3,1,7,6,1,3,630,0,3060,3.0,259000,3
1128,1128,59.0,11796,0,5,5,1,1,2,0,1,4,1,8,6,1,2,434,0,2806,2.5,215000,3
1129,1129,60.0,7200,2,6,5,1,1,1,4,1,2,1,4,6,0,2,672,0,1872,2.0,140000,27
1130,1130,65.0,7804,0,0,3,1,1,0,4,1,4,1,7,3,2,2,576,0,3103,3.0,135000,81
1131,1131,63.0,10712,0,2,5,1,1,2,4,1,3,1,5,6,0,0,0,0,1948,1.0,93500,16
1132,1132,90.0,9900,0,5,4,1,1,0,4,1,5,1,8,6,0,1,205,0,3218,2.0,117500,127
1133,1133,80.0,9828,0,5,5,1,1,2,0,1,3,1,8,6,1,2,466,0,3148,2.5,239500,14
1134,1134,57.0,8773,0,5,5,1,1,2,2,1,3,1,7,6,1,2,460,0,2516,2.5,169000,10
1135,1135,60.0,6180,0,2,5,1,1,0,4,0,2,1,5,6,1,1,180,0,1946,1.0,102000,81
1136,1136,80.0,9600,0,0,5,1,1,1,4,1,3,1,6,6,0,1,288,0,2284,1.0,119000,58
1137,1137,54.0,6342,0,0,8,1,1,1,2,0,2,1,6,6,0,0,0,0,1800,1.0,94000,135
1138,1138,60.0,9819,0,2,5,1,1,2,4,1,2,1,5,6,2,2,714,0,3134,3.0,196000,32
1139,1139,98.0,8731,0,2,5,1,1,0,4,1,3,1,6,0,1,2,495,0,2082,1.0,144000,87
1140,1140,60.0,7350,0,2,7,1,1,1,4,1,2,1,4,6,0,2,840,0,1904,2.0,139000,57
1141,1141,60.0,10304,0,5,7,1,1,1,0,1,4,1,9,6,1,2,484,0,2648,3.5,197500,33
1142,1142,77.0,9965,0,5,5,3,1,2,0,1,4,1,11,6,1,3,1052,0,4294,4.0,424870,1
1143,1143,60.0,9000,0,2,3,1,1,1,4,1,3,1,5,6,0,0,0,0,2012,1.0,80000,49
1144,1144,60.0,12180,1,0,4,1,1,0,1,0,2,1,5,6,0,1,280,0,1596,2.0,80000,69
1145,1145,52.0,6240,0,0,6,1,1,0,0,1,3,1,8,6,1,1,225,0,2618,1.0,149000,78
1146,1146,60.0,11200,0,2,5,1,1,1,4,1,3,1,5,6,1,2,403,0,2596,3.0,180000,21
1147,1147,75.0,12000,0,5,7,1,1,1,0,1,3,1,7,6,1,1,234,0,2268,1.5,174500,68
1148,1148,60.0,5700,0,0,7,1,1,2,4,1,2,1,5,6,1,1,288,0,1683,1.0,116900,82
1149,1149,50.0,9000,0,5,9,3,1,2,0,1,3,1,7,6,0,2,324,0,2132,1.5,143000,89
1150,1150,57.0,8280,0,2,5,1,1,1,0,1,2,1,4,6,1,1,306,0,1864,1.0,124000,57
1151,1151,134.0,17755,0,2,4,1,1,1,4,1,3,1,6,6,2,2,528,0,2932,1.5,149900,47
1152,1152,90.0,14115,0,2,7,1,1,2,0,1,2,1,6,6,1,2,470,0,2884,1.0,230000,50
1153,1153,60.0,5890,0,2,8,1,1,0,0,1,2,1,5,6,0,1,432,0,1632,1.0,120500,78
1154,1154,60.0,13700,0,5,6,1,1,1,4,1,4,1,8,6,2,2,492,0,2684,2.0,201800,43
1155,1155,90.0,10768,0,2,8,1,1,1,4,1,3,1,6,6,1,2,528,0,2874,3.0,218000,31
1156,1156,85.0,9350,0,7,8,1,1,2,2,1,3,1,6,6,1,2,502,0,2484,2.5,179900,43
1157,1157,34.0,5001,3,2,5,1,1,2,0,1,2,1,6,6,1,2,626,0,2628,3.0,230000,2
1158,1158,92.0,11932,0,2,5,1,1,2,0,1,3,1,7,6,0,3,830,0,3160,2.0,235128,1
1159,1159,76.0,9120,0,5,6,3,1,1,4,1,4,1,8,6,1,2,540,0,2777,2.5,185000,34
1160,1160,24.0,2280,3,5,5,1,1,1,1,1,3,1,7,6,1,2,440,0,2311,2.5,146000,32
1161,1161,60.0,14778,0,2,7,3,1,1,0,1,3,1,7,6,1,2,924,0,2936,2.0,224000,54
1162,1162,109.0,8724,0,2,5,1,1,1,2,1,3,1,5,6,1,2,450,0,1788,1.0,129000,39
1163,1163,60.0,12900,2,6,4,1,1,1,4,1,0,2,6,6,0,2,400,0,2456,3.0,108959,39
1164,1164,60.0,16157,0,7,7,1,1,2,0,1,2,1,5,6,1,2,588,0,2792,2.5,194000,29
1165,1165,79.0,9541,0,2,5,1,1,2,0,1,3,1,7,6,0,2,644,0,3004,2.0,233170,0
1166,1166,64.0,10475,0,2,5,1,1,2,0,1,3,1,7,6,0,3,776,0,3388,2.0,245350,2
1167,1167,58.0,10852,0,5,5,1,1,2,0,1,3,1,7,6,1,2,472,0,2630,3.5,173000,6
1168,1168,120.0,13728,0,5,7,3,1,1,0,1,4,1,7,6,2,2,540,0,3235,2.0,235000,73
1169,1169,118.0,35760,0,5,5,3,1,2,0,1,4,1,10,6,1,3,807,0,5557,4.5,625000,11
1170,1170,76.0,9880,0,7,6,1,1,1,4,1,3,1,6,6,1,1,358,576,2214,2.0,171000,31
1171,1171,76.0,9120,0,2,6,3,1,1,0,1,3,1,6,6,1,2,433,0,2522,2.0,163000,50
1172,1172,35.0,4017,4,5,5,1,1,2,0,1,2,1,5,6,0,2,625,0,1875,2.5,171900,2
1173,1173,138.0,18030,0,0,6,1,1,1,4,1,3,1,12,0,1,0,0,0,4205,3.0,200500,61
1174,1174,80.0,16560,0,5,8,1,1,0,4,1,4,1,9,6,1,2,360,0,3297,2.5,239000,74
1175,1175,85.0,10678,0,0,5,3,1,2,0,1,4,1,9,6,1,2,541,0,4555,2.5,285000,15
1176,1176,37.0,6951,0,2,5,1,1,1,4,1,3,1,5,6,0,1,264,0,1799,2.0,119500,24
1177,1177,60.0,3950,0,0,8,1,1,1,4,1,3,1,5,6,0,1,210,0,2042,1.0,115000,83
1178,1178,54.0,7681,0,0,6,1,1,0,0,1,3,1,7,6,1,1,186,0,2074,1.5,154900,88
1179,1179,77.0,8335,0,2,5,1,1,3,2,1,3,1,5,3,1,0,0,0,1124,1.0,93000,52
1180,1180,60.0,11170,0,5,5,1,1,5,0,1,4,1,8,6,0,2,693,0,3730,2.5,250000,16
1181,1181,64.0,5587,4,2,5,3,1,2,0,1,2,1,5,6,1,2,482,0,3252,3.5,392500,0
1182,1182,160.0,15623,0,5,5,3,1,2,0,1,4,1,10,6,2,3,813,555,6872,4.5,745000,11
1183,1183,60.0,10800,0,2,6,3,1,0,0,1,2,1,5,6,1,2,720,0,2250,2.0,120000,86
1184,1184,50.0,35133,0,2,4,3,1,1,2,1,3,1,5,6,2,3,995,0,3144,2.5,186700,44
1185,1185,60.0,9738,0,0,7,1,1,0,2,1,4,1,7,6,0,1,392,0,2005,2.0,104900,82
1186,1186,107.0,10615,1,5,5,1,1,1,4,1,3,2,7,6,0,2,420,0,2677,3.0,95000,109
1187,1187,89.0,12461,0,2,5,1,1,2,0,1,2,1,5,6,1,3,757,0,3248,3.0,262000,12
1188,1188,68.0,8935,0,5,5,1,1,2,0,1,3,1,7,6,0,2,493,0,2491,2.5,195000,7
1189,1189,60.0,7500,0,5,5,1,1,2,2,1,3,1,7,6,1,2,442,0,2798,2.5,189000,11
1190,1190,60.0,32463,1,2,4,1,1,1,0,1,3,1,7,6,1,4,1356,0,2871,2.0,168000,46
1191,1191,24.0,2645,3,5,5,1,1,2,0,1,2,1,5,6,0,2,492,0,2217,2.5,174000,8
1192,1192,60.0,9600,0,0,8,2,1,2,2,1,3,1,6,6,0,1,250,0,2174,1.0,125000,82
1193,1193,60.0,4500,4,2,5,3,1,2,0,1,2,1,5,6,0,2,402,0,2448,3.0,165000,10
1194,1194,80.0,9364,0,5,7,1,1,1,4,1,4,1,7,6,0,1,299,0,2015,1.5,158000,41
1195,1195,51.0,8029,0,5,5,1,1,2,0,1,3,1,8,6,0,2,400,0,2184,2.5,176000,3
1196,1196,58.0,14054,0,5,5,1,1,2,0,1,4,1,9,6,1,3,660,0,2742,2.5,219210,0
1197,1197,65.0,8850,0,4,6,1,1,0,0,1,3,1,7,6,1,1,225,0,2505,1.0,144000,90
1198,1198,70.0,9100,0,2,5,1,1,2,0,1,3,1,6,6,0,2,573,0,2424,2.0,178000,8
1199,1199,75.0,11235,0,2,5,1,1,1,2,1,3,1,6,6,1,2,459,0,2433,1.5,148000,43
1200,1200,71.0,9353,0,2,5,1,1,1,2,1,3,1,5,6,0,1,280,0,1728,1.0,116050,36
1201,1201,80.0,10400,0,5,5,1,1,2,0,1,3,1,6,6,0,2,546,0,2645,2.5,197900,11
1202,1202,50.0,6000,0,0,8,1,1,0,0,1,3,1,5,6,1,1,216,0,2232,2.0,117000,84
1203,1203,75.0,9750,0,2,5,1,1,2,0,1,3,1,6,6,1,2,451,0,3260,2.0,213000,9
1204,1204,78.0,10140,0,2,6,1,1,1,0,1,3,1,6,6,0,2,495,0,2130,2.5,153500,31
1205,1205,90.0,14684,0,2,7,3,1,1,2,1,3,1,7,6,1,3,701,0,4354,2.0,271900,19
1206,1206,60.0,8900,0,2,4,1,1,1,4,1,2,1,5,6,0,1,384,0,2112,2.0,107000,40
1207,1207,70.0,9135,0,2,5,1,1,2,0,1,3,1,7,6,0,2,544,0,3382,3.0,200000,3
1208,1208,70.0,7763,0,2,7,1,1,1,4,1,3,1,6,6,0,2,506,0,2214,2.0,140000,46
1209,1209,85.0,10182,0,2,5,3,1,2,0,1,3,1,8,6,1,2,500,0,3320,3.0,290000,0
1210,1210,70.0,11218,0,5,5,1,1,2,0,1,3,1,8,6,1,2,462,0,2900,2.5,189000,18
1211,1211,152.0,12134,0,0,7,1,1,5,2,1,4,1,8,6,0,2,492,0,2311,2.0,164000,22
1212,1212,50.0,9340,0,2,6,3,1,1,4,1,2,1,4,6,0,1,234,0,1344,2.0,113000,68
1213,1213,60.0,10246,0,7,9,1,1,1,0,1,0,1,3,6,0,1,364,0,1608,1.5,145000,41
1214,1214,69.0,10205,0,6,5,1,1,1,4,1,3,1,6,6,0,1,300,0,1924,2.0,134500,44
1215,1215,99.0,7094,0,2,5,1,1,1,4,1,3,1,5,6,0,1,384,0,1788,1.0,125000,41
1216,1216,68.0,8930,2,0,5,1,1,3,4,1,4,2,8,6,0,2,539,0,1902,2.0,112000,32
1217,1217,72.0,8640,0,2,5,1,1,2,0,1,3,1,6,6,0,2,552,0,2614,3.0,229456,0
1218,1218,52.0,6240,0,0,5,1,1,3,2,0,2,1,3,6,0,0,0,0,912,1.0,80500,59
1219,1219,21.0,1680,3,5,5,1,1,1,4,1,3,1,7,6,0,0,0,0,1890,1.5,91500,35
1220,1220,66.0,7800,0,2,5,1,1,1,4,1,2,1,5,6,0,1,288,0,1824,1.0,115000,42
1221,1221,55.0,8250,0,2,5,3,1,1,0,1,3,1,5,6,1,1,322,0,2163,1.0,134000,40
1222,1222,78.0,10496,0,0,6,1,1,1,0,1,3,1,7,6,1,1,315,0,2886,2.0,143000,58
1223,1223,89.0,10680,0,2,3,3,1,1,4,0,4,1,7,4,0,2,528,0,4272,2.0,137900,55
1224,1224,60.0,15384,0,5,5,1,1,2,0,1,3,1,8,6,1,2,388,0,2278,3.5,184000,4
1225,1225,65.0,10482,0,7,8,3,1,1,0,1,3,1,6,6,0,1,264,0,1726,1.5,145000,49
1226,1226,86.0,14598,0,5,5,1,1,2,0,1,4,1,9,6,1,3,668,0,2827,2.5,214000,1
1227,1227,72.0,8872,0,2,8,1,1,1,0,1,2,1,5,6,0,2,576,0,1824,2.0,147000,43
1228,1228,65.0,8769,4,2,5,3,1,2,0,1,1,1,7,6,1,3,1052,0,3404,2.5,367294,0
1229,1229,70.0,7910,0,7,5,3,1,1,2,1,4,1,7,0,0,1,404,0,2582,2.0,127000,48
1230,1230,60.0,18890,2,0,5,5,1,1,0,1,4,2,12,6,1,2,600,0,3981,3.0,190000,30
1231,1231,70.0,7728,2,7,6,3,1,1,4,1,3,1,6,6,0,2,540,0,2296,2.0,132500,44
1232,1232,70.0,9842,2,2,5,1,1,3,4,1,2,2,6,6,0,2,462,0,1224,2.0,101800,45
1233,1233,60.0,12160,0,2,5,3,1,1,1,1,3,1,6,6,0,2,531,0,2376,2.0,142000,51
1234,1234,55.0,8525,0,5,6,1,1,2,4,0,4,1,7,6,0,0,0,0,2904,1.5,130000,97
1235,1235,96.0,13132,0,5,5,1,1,0,2,1,4,1,9,6,0,1,180,0,2531,1.5,138887,92
1236,1236,36.0,2628,3,5,5,1,1,2,0,1,2,1,6,6,0,2,474,0,2390,2.5,175500,7
1237,1237,41.0,12393,0,5,5,1,1,2,0,1,4,1,8,6,1,2,434,0,2795,2.5,195000,2
1238,1238,63.0,13072,0,2,5,1,1,2,0,1,3,1,6,6,0,2,484,0,2282,1.5,142500,1
1239,1239,64.0,9037,0,2,5,3,1,2,0,1,2,1,6,6,1,2,472,0,2960,2.0,265900,1
1240,1240,65.0,8158,0,5,5,1,1,2,0,1,3,1,8,6,0,2,543,0,2652,3.5,224900,5
1241,1241,83.0,9849,0,2,6,3,1,2,0,1,3,1,7,6,0,3,954,0,3378,2.0,248328,0
1242,1242,85.0,10625,0,6,6,1,1,1,4,1,3,1,6,6,2,2,528,0,2226,3.0,170000,36
