,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,CentralAir,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageCond,PavedDrive,PoolArea,MoSold,YrSold,SaleCondition,TotalSF,TotalBath,TotalPorchSF
71,20,RL,7599,Pave,Reg,Lvl,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,TA,Y,2,1,TA,4,Typ,0,,Detchd,Unf,2,360,TA,Y,0,6,2007,Normal,1690,2.0,0
72,60,RL,10141,Pave,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,Gd,Y,3,1,TA,7,Typ,1,TA,Attchd,Fin,2,427,TA,Y,0,12,2009,Normal,2550,2.5,385
73,20,RL,10200,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,Gd,Y,3,1,TA,6,Typ,0,,Attchd,Unf,2,490,TA,Y,0,5,2010,Normal,2172,2.0,0
74,50,RM,5790,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,CBlock,Fa,TA,No,Unf,Unf,Gd,N,3,2,TA,8,Typ,0,,Detchd,Unf,1,379,TA,Y,0,5,2010,Normal,2445,2.0,202
75,180,RM,1596,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,TA,Y,2,1,TA,5,Typ,0,,BuiltIn,Unf,1,297,TA,Y,0,11,2009,Normal,1450,2.0,221
76,20,RL,8475,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,Ex,Y,2,1,TA,4,Typ,0,,Detchd,Unf,1,283,TA,Y,0,4,2008,Normal,1904,1.0,0
77,50,RM,8635,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,GLQ,TA,Y,2,1,TA,6,Min1,0,,Detchd,Unf,1,240,TA,Y,0,1,2008,Normal,1957,2.0,0
78,90,RL,10778,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,TA,N,4,2,TA,8,Typ,0,,,,0,0,,Y,0,4,2010,Normal,3536,2.0,0
79,50,RM,10440,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,Gd,Y,2,1,TA,5,Typ,0,,Detchd,Unf,2,440,TA,Y,0,5,2009,Normal,1670,1.5,202
80,60,RL,13000,Pave,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,TA,Gd,CBlock,Gd,TA,No,Rec,Unf,TA,Y,4,1,Gd,8,Typ,1,Gd,Attchd,Fin,1,509,TA,Y,0,6,2009,Normal,3038,2.5,324
81,120,RM,4500,Pave,Reg,Lvl,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,TA,Gd,PConc,Ex,Gd,No,GLQ,Unf,Ex,Y,2,1,TA,5,Typ,0,,Attchd,Fin,2,405,TA,Y,0,3,2006,Normal,2574,3.0,199
82,20,RL,10206,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,3,1,Gd,6,Typ,1,Gd,Attchd,RFn,3,758,TA,Y,0,10,2008,Normal,3126,2.0,243
83,20,RL,8892,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,Gd,Y,3,1,TA,6,Typ,0,,Detchd,Unf,2,461,TA,Y,0,7,2007,Normal,2130,1.5,74
84,80,RL,8530,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,Gd,Y,3,1,TA,7,Typ,1,TA,BuiltIn,Fin,2,400,TA,Y,0,5,2009,Normal,1858,2.5,192
85,60,RL,16059,Pave,Reg,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,Gd,TA,CBlock,Gd,TA,No,Unf,Unf,Ex,Y,4,1,Gd,9,Typ,1,TA,Attchd,Unf,2,462,TA,Y,0,4,2006,Normal,3705,2.5,209
86,60,RL,11911,Pave,IR2,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,Ex,Y,3,1,Gd,6,Typ,1,Gd,BuiltIn,Fin,2,400,TA,Y,0,3,2009,Normal,2244,2.5,138
87,160,FV,3951,Pave,Reg,Lvl,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,Ex,Y,2,1,Gd,4,Typ,0,,Detchd,RFn,2,528,TA,Y,0,6,2009,Partial,1836,2.5,234
88,50,C (all),8470,Pave,IR1,Lvl,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,CompShg,Plywood,Plywood,None,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,Unf,TA,N,2,1,Fa,6,Typ,0,,,,0,0,,N,0,10,2009,Abnorml,2539,1.0,156
89,20,RL,8070,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,3,1,TA,5,Typ,0,,,,0,0,,Y,0,8,2007,Normal,1980,2.0,0
90,20,RL,7200,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,Slab,,,,,,TA,Y,2,1,TA,4,Typ,0,,Detchd,Unf,2,420,TA,Y,0,7,2006,Normal,1040,1.0,29
91,20,RL,8500,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,TA,Y,2,1,TA,6,Typ,0,,Attchd,Unf,2,480,TA,Y,0,12,2006,Abnorml,2470,1.0,0
92,30,RL,13360,Pave,IR1,HLS,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,Gd,TA,No,ALQ,Unf,Ex,Y,2,1,TA,5,Typ,0,,Detchd,Unf,2,432,TA,Y,0,8,2009,Normal,1840,2.0,44
93,190,C (all),7200,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Rec,Unf,Ex,N,4,2,TA,9,Typ,1,Gd,Detchd,Unf,2,506,TA,Y,0,11,2007,Normal,3505,2.5,99
94,60,RL,9337,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,3,1,Gd,7,Typ,0,,Attchd,RFn,2,684,TA,Y,0,5,2007,Normal,2610,3.5,162
95,60,RL,9765,Pave,IR2,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,8,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,Ex,Gd,PConc,Gd,Gd,No,ALQ,Unf,Gd,Y,3,1,TA,6,Typ,1,TA,BuiltIn,Fin,2,420,TA,Y,0,4,2009,Normal,2150,2.5,295
96,20,RL,10264,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Av,ALQ,Unf,Ex,Y,3,1,Gd,6,Typ,0,,Attchd,RFn,2,472,TA,Y,0,8,2006,Normal,3176,2.0,187
97,20,RL,10921,Pave,Reg,HLS,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,BrkFace,48.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,TA,Y,3,1,TA,6,Typ,0,,Attchd,Fin,1,432,TA,P,0,5,2007,Normal,1920,2.0,120
98,30,RL,10625,Pave,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,Fa,N,2,1,TA,5,Typ,0,,Basment,Unf,1,366,TA,Y,0,5,2010,Abnorml,1293,1.0,77
99,20,RL,9320,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1959,1959,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,Fa,Y,3,1,TA,6,Typ,0,,,,0,0,,Y,0,1,2010,Normal,2175,2.5,352
100,20,RL,10603,Pave,IR1,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,2001,Gable,CompShg,Plywood,Plywood,BrkFace,28.0,TA,TA,PConc,TA,TA,Mn,ALQ,Unf,Gd,Y,3,1,Gd,6,Typ,2,TA,Attchd,RFn,2,480,TA,Y,0,2,2010,Normal,3220,3.0,236
101,60,RL,9206,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,Gd,TA,CBlock,Gd,TA,No,Unf,Unf,TA,Y,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2,476,TA,Y,0,6,2010,Normal,2473,2.5,238
102,90,RL,7018,Pave,Reg,Bnk,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Fa,Slab,,,,,,TA,Y,4,2,TA,8,Typ,0,,Attchd,Unf,2,410,TA,Y,0,6,2009,Alloca,1535,2.0,0
103,20,RL,10402,Pave,IR1,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,3,1,Gd,6,Typ,0,,Attchd,RFn,3,740,TA,Y,0,5,2010,Normal,2452,2.0,36
104,50,RM,7758,Pave,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4,1931,1950,Gable,CompShg,Stucco,Stucco,BrkFace,600.0,TA,Fa,PConc,TA,TA,No,LwQ,Unf,Ex,Y,4,1,TA,7,Typ,2,TA,Detchd,Unf,1,240,TA,Y,0,6,2007,Normal,2858,1.5,184
105,60,FV,9375,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,768.0,Gd,TA,PConc,Ex,TA,No,Unf,Unf,Ex,Y,3,1,Gd,9,Typ,1,Gd,Attchd,RFn,2,648,TA,Y,0,8,2008,Normal,3045,2.5,185
106,30,RM,10800,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1885,1995,Mansard,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,Gd,Y,2,1,TA,6,Typ,0,,Detchd,Unf,1,273,Fa,N,0,8,2007,Normal,1688,1.0,0
107,20,RM,6000,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,Ex,Y,2,1,TA,5,Typ,0,,Detchd,Unf,1,250,TA,Y,0,4,2008,Partial,1578,1.0,0
108,50,RM,8500,Pave,Reg,Lvl,Corner,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,1919,2005,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,TA,N,3,1,Fa,7,Typ,0,,,,0,0,,N,0,8,2007,Normal,2310,2.0,144
109,20,RL,11751,Pave,IR1,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,480.0,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,Ex,Y,3,1,TA,7,Typ,1,TA,Attchd,RFn,2,546,TA,Y,0,1,2010,Normal,3688,2.0,122
110,50,RL,9525,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1954,1972,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,Fa,No,Rec,Unf,Gd,Y,4,1,TA,7,Typ,0,,Attchd,Unf,1,325,TA,Y,0,10,2006,Normal,2849,2.0,182
111,80,RL,7750,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,3,1,TA,7,Typ,1,TA,BuiltIn,Fin,2,400,TA,Y,0,4,2010,Normal,1814,2.5,180
112,60,RL,9965,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,220.0,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,Ex,Y,4,1,Ex,10,Typ,1,Gd,BuiltIn,Fin,3,792,TA,Y,0,10,2007,Partial,3960,3.5,472
113,20,RL,21000,Pave,Reg,Bnk,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,184.0,TA,Gd,CBlock,Gd,TA,Mn,ALQ,Rec,TA,Y,3,1,Gd,7,Typ,2,Gd,Basment,Unf,2,450,TA,Y,0,10,2007,Abnorml,4068,3.0,478
114,70,RL,7259,Pave,IR1,Lvl,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,8,1945,2002,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,LwQ,Ex,Y,3,1,Gd,9,Typ,1,TA,Detchd,Unf,1,180,TA,Y,0,7,2007,Normal,3348,3.5,224
115,160,FV,3230,Pave,Reg,Lvl,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,1129.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,Gd,Y,2,1,TA,5,Typ,1,Fa,Detchd,Unf,2,440,TA,Y,0,6,2007,Normal,2187,2.5,32
116,20,RL,11616,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,116.0,TA,TA,CBlock,TA,TA,No,LwQ,BLQ,TA,Y,3,1,TA,6,Typ,1,Po,Attchd,Unf,1,288,TA,Y,0,9,2009,Normal,2184,1.5,164
117,20,RL,8536,Pave,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,Gd,Y,2,1,TA,5,Typ,0,,Attchd,Unf,2,430,TA,Y,0,4,2007,Partial,2250,1.5,144
118,60,RL,12376,Pave,Reg,Lvl,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,1990,Hip,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,Gd,Y,5,1,Gd,11,Typ,2,TA,Attchd,Unf,3,594,TA,Y,0,5,2010,Normal,4895,4.0,367
119,60,RL,8461,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,2,390,TA,Y,0,7,2006,Partial,2184,2.5,24
120,80,RL,21453,Pave,IR1,Low,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,SLvl,6,5,1969,1969,Flat,Metal,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,Unf,Ex,Y,1,1,TA,4,Typ,2,TA,Attchd,Unf,2,540,TA,Y,0,10,2006,Normal,1926,2.0,260
121,50,RM,6060,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1939,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,Gd,Y,3,1,TA,4,Typ,0,,Detchd,Unf,1,264,TA,P,0,6,2007,Normal,1855,1.0,140
122,20,RL,9464,Pave,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1958,1958,Hip,CompShg,MetalSd,MetalSd,BrkFace,135.0,TA,Gd,CBlock,TA,TA,No,BLQ,Unf,Gd,Y,3,1,TA,5,Typ,0,,Attchd,Unf,1,288,TA,Y,0,6,2008,Normal,2160,1.0,130
123,120,RL,7892,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1993,1993,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,2,1,Gd,5,Typ,0,,Attchd,RFn,2,530,TA,Y,0,3,2008,Normal,2398,2.0,63
124,20,RL,17043,Pave,IR1,Lvl,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1979,1998,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,Gd,Fa,No,Unf,Unf,TA,Y,3,1,TA,7,Typ,1,TA,Attchd,Unf,2,435,TA,Y,0,1,2009,Normal,2948,2.0,192
125,190,RM,6780,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,1.5Fin,6,8,1935,1982,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,TA,Av,GLQ,Unf,Gd,N,2,1,TA,5,Typ,0,,,,0,0,,N,0,6,2006,Normal,1274,2.0,53
126,120,RL,4928,Pave,IR1,Lvl,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,TA,Y,2,1,TA,5,Typ,1,TA,Attchd,RFn,2,440,TA,Y,0,2,2007,Normal,2036,2.0,205
127,45,RM,4388,Pave,IR1,Bnk,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Unf,5,7,1930,1950,Gable,CompShg,WdShing,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,LwQ,Unf,Ex,Y,3,1,TA,5,Typ,1,TA,,,0,0,,N,0,6,2007,Normal,1512,1.0,0
128,60,RL,7590,Pave,Reg,Lvl,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,6,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,266.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,TA,Y,3,1,TA,6,Typ,1,Fa,Attchd,RFn,2,453,TA,Y,0,7,2006,Normal,2008,1.5,296
129,20,RL,8973,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1958,1991,Gable,CompShg,Plywood,Plywood,BrkFace,85.0,TA,TA,CBlock,TA,TA,No,Rec,BLQ,TA,Y,3,1,Ex,6,Typ,0,,2Types,RFn,2,750,TA,Y,0,7,2006,Abnorml,2061,2.0,260
130,60,RL,14200,Pave,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,1966,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,309.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,Ex,Y,4,1,Gd,8,Typ,2,Gd,Attchd,Fin,2,487,TA,Y,0,5,2006,Normal,3081,2.5,171
131,60,RL,12224,Pave,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,3,1,Gd,7,Typ,1,TA,BuiltIn,RFn,2,390,TA,Y,0,7,2009,Normal,3046,3.5,72
132,20,RL,7388,Pave,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,Gd,Y,3,1,Gd,7,Typ,0,,Detchd,Unf,2,624,TA,Y,0,7,2007,Normal,2390,2.0,0
133,20,RL,6853,Pave,IR1,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,136.0,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,Ex,Y,2,1,Gd,6,Typ,0,,Attchd,Fin,2,471,TA,Y,0,6,2009,Normal,2563,3.0,217
134,20,RL,10335,Pave,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1968,1993,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,Gd,Y,3,1,TA,7,Min1,1,TA,Attchd,RFn,2,440,TA,Y,0,7,2006,Normal,3182,2.5,276
135,20,RL,10400,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1970,1970,Hip,CompShg,Plywood,Plywood,BrkFace,288.0,TA,TA,PConc,TA,TA,No,Unf,Unf,Gd,Y,3,1,TA,7,Typ,1,Gd,Attchd,Unf,2,530,TA,Y,0,5,2008,Normal,2986,2.0,98
136,20,RL,10355,Pave,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,196.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,TA,Y,3,1,TA,5,Typ,1,Fa,Attchd,RFn,1,318,TA,Y,0,7,2007,Normal,2428,2.0,111
137,90,RL,11070,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,7,5,1988,1989,Gable,CompShg,VinylSd,VinylSd,BrkFace,70.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,Gd,Y,5,2,TA,9,Typ,0,,2Types,Unf,3,766,TA,Y,0,7,2006,Family,3866,3.0,0
138,60,RL,9066,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,320.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,Ex,Y,3,1,Gd,7,Typ,2,TA,Attchd,Fin,3,660,TA,Y,0,12,2008,Normal,2856,2.5,330
139,60,RL,15426,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,3,1,Gd,7,Typ,0,,Attchd,RFn,2,470,TA,Y,0,8,2009,Normal,2692,3.5,375
140,20,RL,10500,Pave,Reg,Lvl,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,TA,Y,3,1,TA,5,Typ,1,Po,,,0,0,,Y,0,4,2010,Normal,1728,1.0,0
141,20,RL,11645,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,Ex,Y,3,1,Gd,7,Typ,0,,Attchd,Fin,2,660,TA,Y,0,1,2006,Normal,3468,3.0,184
142,50,RL,8520,Pave,Reg,Lvl,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,4,1952,1952,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,TA,No,Rec,Unf,Fa,Y,4,1,TA,6,Typ,0,,Detchd,Unf,2,720,TA,Y,0,6,2010,Normal,2295,2.0,0
143,20,RL,10335,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,Ex,Y,3,1,Gd,6,Typ,0,,Attchd,RFn,2,577,TA,Y,0,6,2009,Normal,2991,3.0,173
