,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,CentralAir,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageCond,PavedDrive,PoolArea,MoSold,YrSold,SaleCondition,TotalSF,TotalBath,TotalPorchSF,TotalBathSum,SalePrice
67,20,RL,72.0,10665,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,Ex,Y,3,1,Gd,7,Typ,0,Gd,Attchd,RFn,2,558,TA,Y,0,6,2007,Normal,2932,2,29,3.0,226000
68,30,RM,47.0,4608,Pave,Reg,Lvl,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,None,TA,Gd,CBlock,TA,TA,No,Unf,Unf,TA,Y,2,1,TA,4,Typ,0,Gd,Attchd,Unf,1,220,TA,Y,0,6,2010,Normal,1494,1,0,1.0,80000
69,50,RL,81.0,15593,Pave,Reg,Lvl,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,None,None,Gd,TA,CBlock,TA,TA,No,BLQ,Unf,TA,Y,3,1,TA,7,Typ,1,TA,Attchd,Fin,2,667,TA,Y,0,7,2006,Normal,3591,2,135,2.0,225000
70,20,RL,95.0,13651,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,BrkFace,TA,Gd,CBlock,Gd,TA,Gd,ALQ,Unf,Ex,Y,3,1,TA,8,Typ,2,Gd,Attchd,Fin,2,516,TA,Y,0,2,2007,Normal,4446,2,0,3.0,244000
71,20,RL,69.0,7599,Pave,Reg,Lvl,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,None,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,TA,Y,2,1,TA,4,Typ,0,Gd,Detchd,Unf,2,360,TA,Y,0,6,2007,Normal,1690,1,0,2.0,129500
72,60,RL,74.0,10141,Pave,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,Gd,Y,3,1,TA,7,Typ,1,TA,Attchd,Fin,2,427,TA,Y,0,12,2009,Normal,2550,3,385,2.5,185000
73,20,RL,85.0,10200,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,Gd,Y,3,1,TA,6,Typ,0,Gd,Attchd,Unf,2,490,TA,Y,0,5,2010,Normal,2172,1,0,2.0,144900
74,50,RM,60.0,5790,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,None,None,Gd,Gd,CBlock,Fa,TA,No,Unf,Unf,Gd,N,3,2,TA,8,Typ,0,Gd,Detchd,Unf,1,379,TA,Y,0,5,2010,Normal,2445,2,202,2.0,107400
75,180,RM,21.0,1596,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,None,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,TA,Y,2,1,TA,5,Typ,0,Gd,BuiltIn,Unf,1,297,TA,Y,0,11,2009,Normal,1450,1,101,2.0,91000
76,20,RL,60.0,8475,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,Ex,Y,2,1,TA,4,Typ,0,Gd,Detchd,Unf,1,283,TA,Y,0,4,2008,Normal,1904,1,0,1.0,135750
77,50,RM,50.0,8635,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,None,TA,TA,CBlock,TA,TA,No,BLQ,GLQ,TA,Y,2,1,TA,6,Min1,0,Gd,Detchd,Unf,1,240,TA,Y,0,1,2008,Normal,1957,1,0,2.0,127000
78,90,RL,72.0,10778,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,TA,N,4,2,TA,8,Typ,0,Gd,Attchd,Unf,0,0,TA,Y,0,4,2010,Normal,3536,2,0,2.0,136500
79,50,RM,60.0,10440,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,None,TA,TA,PConc,TA,TA,No,Unf,Unf,Gd,Y,2,1,TA,5,Typ,0,Gd,Detchd,Unf,2,440,TA,Y,0,5,2009,Normal,1670,2,128,1.5,110000
80,60,RL,100.0,13000,Pave,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,BrkFace,TA,Gd,CBlock,Gd,TA,No,Rec,Unf,TA,Y,4,1,Gd,8,Typ,1,Gd,Attchd,Fin,1,509,TA,Y,0,6,2009,Normal,3038,3,324,2.5,193500
81,120,RM,32.0,4500,Pave,Reg,Lvl,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,BrkFace,TA,Gd,PConc,Ex,Gd,No,GLQ,Unf,Ex,Y,2,1,TA,5,Typ,0,Gd,Attchd,Fin,2,405,TA,Y,0,3,2006,Normal,2574,2,199,3.0,153500
82,20,RL,78.0,10206,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,Stone,TA,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,3,1,Gd,6,Typ,1,Gd,Attchd,RFn,3,758,TA,Y,0,10,2008,Normal,3126,2,99,2.0,245000
83,20,RL,80.0,8892,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,BrkCmn,TA,TA,CBlock,TA,TA,No,Unf,Unf,Gd,Y,3,1,TA,6,Typ,0,Gd,Detchd,Unf,2,461,TA,Y,0,7,2007,Normal,2130,2,0,1.5,126500
84,80,RL,60.0,8530,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,Gd,Y,3,1,TA,7,Typ,1,TA,BuiltIn,Fin,2,400,TA,Y,0,5,2009,Normal,1858,3,72,2.5,168500
85,60,RL,121.0,16059,Pave,Reg,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,BrkFace,Gd,TA,CBlock,Gd,TA,No,Unf,Unf,Ex,Y,4,1,Gd,9,Typ,1,TA,Attchd,Unf,2,462,TA,Y,0,4,2006,Normal,3705,3,82,2.5,260000
86,60,RL,122.0,11911,Pave,IR2,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,None,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,Ex,Y,3,1,Gd,6,Typ,1,Gd,BuiltIn,Fin,2,400,TA,Y,0,3,2009,Normal,2244,3,38,2.5,174000
87,160,FV,40.0,3951,Pave,Reg,Lvl,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,Stone,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,Ex,Y,2,1,Gd,4,Typ,0,Gd,Detchd,RFn,2,528,TA,Y,0,6,2009,Partial,1836,3,234,2.5,164500
88,50,C (all),105.0,8470,Pave,IR1,Lvl,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,CompShg,Plywood,Plywood,None,None,Fa,Fa,CBlock,TA,Fa,No,Unf,Unf,TA,N,2,1,Fa,6,Typ,0,Gd,Attchd,Unf,0,0,TA,N,0,10,2009,Abnorml,2026,1,156,1.0,85000
89,20,RL,60.0,8070,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,None,TA,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,3,1,TA,5,Typ,0,Gd,Attchd,Unf,0,0,TA,Y,0,8,2007,Normal,1980,1,0,2.0,123600
90,20,RL,60.0,7200,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,None,None,TA,TA,Slab,TA,TA,No,Unf,Unf,TA,Y,2,1,TA,4,Typ,0,Gd,Detchd,Unf,2,420,TA,Y,0,7,2006,Normal,1040,1,29,1.0,109900
91,20,RL,85.0,8500,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,BrkCmn,TA,TA,CBlock,TA,TA,No,Rec,Unf,TA,Y,2,1,TA,6,Typ,0,Gd,Attchd,Unf,2,480,TA,Y,0,12,2006,Abnorml,2470,1,0,1.0,98600
92,30,RL,80.0,13360,Pave,IR1,HLS,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,None,TA,Gd,BrkTil,Gd,TA,No,ALQ,Unf,Ex,Y,2,1,TA,5,Typ,0,Gd,Detchd,Unf,2,432,TA,Y,0,8,2009,Normal,1840,1,44,2.0,163500
93,190,C (all),60.0,7200,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,CompShg,MetalSd,MetalSd,None,None,TA,TA,BrkTil,TA,Fa,Mn,Rec,Unf,Ex,N,4,2,TA,9,Typ,1,Gd,Detchd,Unf,2,506,TA,Y,0,11,2007,Normal,3505,2,99,2.5,133900
94,60,RL,69.0,9337,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,None,TA,Gd,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,3,1,Gd,7,Typ,0,Gd,Attchd,RFn,2,684,TA,Y,0,5,2007,Normal,2610,3,162,3.5,204750
95,60,RL,60.0,9765,Pave,IR2,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,8,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,BrkFace,Ex,Gd,PConc,Gd,Gd,No,ALQ,Unf,Gd,Y,3,1,TA,6,Typ,1,TA,BuiltIn,Fin,2,420,TA,Y,0,4,2009,Normal,2150,3,63,2.5,185000
96,20,RL,78.0,10264,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,BrkFace,Gd,TA,PConc,Gd,TA,Av,ALQ,Unf,Ex,Y,3,1,Gd,6,Typ,0,Gd,Attchd,RFn,2,472,TA,Y,0,8,2006,Normal,3176,2,29,2.0,214000
97,20,RL,73.0,10921,Pave,Reg,HLS,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,BrkFace,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,TA,Y,3,1,TA,6,Typ,0,Gd,Attchd,Fin,1,432,TA,P,0,5,2007,Normal,1920,1,0,2.0,94750
98,30,RL,85.0,10625,Pave,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,None,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,Fa,N,2,1,TA,5,Typ,0,Gd,Basment,Unf,1,366,TA,Y,0,5,2010,Abnorml,1293,1,77,1.0,83000
99,20,RL,77.0,9320,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1959,1959,Gable,CompShg,Plywood,Plywood,None,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,Fa,Y,3,1,TA,6,Typ,0,Gd,Attchd,Unf,0,0,TA,Y,0,1,2010,Normal,2175,2,0,2.5,128950
100,20,RL,60.0,10603,Pave,IR1,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,2001,Gable,CompShg,Plywood,Plywood,BrkFace,BrkFace,TA,TA,PConc,TA,TA,Mn,ALQ,Unf,Gd,Y,3,1,Gd,6,Typ,2,TA,Attchd,RFn,2,480,TA,Y,0,2,2010,Normal,3220,2,68,3.0,205000
101,60,RL,77.0,9206,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,BrkFace,BrkFace,Gd,TA,CBlock,Gd,TA,No,Unf,Unf,TA,Y,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2,476,TA,Y,0,6,2010,Normal,2473,3,46,2.5,178000
102,90,RL,64.0,7018,Pave,Reg,Bnk,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,None,None,TA,Fa,Slab,TA,TA,No,Unf,Unf,TA,Y,4,2,TA,8,Typ,0,Gd,Attchd,Unf,2,410,TA,Y,0,6,2009,Alloca,1535,2,0,2.0,118964
103,20,RL,94.0,10402,Pave,IR1,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,3,1,Gd,6,Typ,0,Gd,Attchd,RFn,3,740,TA,Y,0,5,2010,Normal,2452,2,36,2.0,198900
104,50,RM,60.0,7758,Pave,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4,1931,1950,Gable,CompShg,Stucco,Stucco,BrkFace,BrkFace,TA,Fa,PConc,TA,TA,No,LwQ,Unf,Ex,Y,4,1,TA,7,Typ,2,TA,Detchd,Unf,1,240,TA,Y,0,6,2007,Normal,2858,2,184,1.5,169500
105,60,FV,75.0,9375,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,BrkFace,Gd,TA,PConc,Ex,TA,No,Unf,Unf,Ex,Y,3,1,Gd,9,Typ,1,Gd,Attchd,RFn,2,648,TA,Y,0,8,2008,Normal,3045,3,45,2.5,250000
106,30,RM,60.0,10800,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1885,1995,Mansard,CompShg,VinylSd,VinylSd,None,None,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,Gd,Y,2,1,TA,6,Typ,0,Gd,Detchd,Unf,1,273,Fa,N,0,8,2007,Normal,1688,1,0,1.0,100000
107,20,RM,50.0,6000,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,None,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,Ex,Y,2,1,TA,5,Typ,0,Gd,Detchd,Unf,1,250,TA,Y,0,4,2008,Partial,1578,1,0,1.0,115000
108,50,RM,85.0,8500,Pave,Reg,Lvl,Corner,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,1919,2005,Gable,CompShg,CemntBd,CmentBd,None,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,TA,N,3,1,Fa,7,Typ,0,Gd,Attchd,Unf,0,0,TA,N,0,8,2007,Normal,2310,2,144,2.0,115000
109,20,RL,105.0,11751,Pave,IR1,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,BrkFace,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,Ex,Y,3,1,TA,7,Typ,1,TA,Attchd,RFn,2,546,TA,Y,0,1,2010,Normal,3688,2,122,2.0,190000
110,50,RL,75.0,9525,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1954,1972,Gable,CompShg,Wd Sdng,Wd Sdng,None,None,TA,TA,CBlock,TA,Fa,No,Rec,Unf,Gd,Y,4,1,TA,7,Typ,0,Gd,Attchd,Unf,1,325,TA,Y,0,10,2006,Normal,2849,2,0,2.0,136900
111,80,RL,60.0,7750,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,None,TA,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,3,1,TA,7,Typ,1,TA,BuiltIn,Fin,2,400,TA,Y,0,4,2010,Normal,1814,3,0,2.5,180000
112,60,RL,77.0,9965,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,Stone,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,Ex,Y,4,1,Ex,10,Typ,1,Gd,BuiltIn,Fin,3,792,TA,Y,0,10,2007,Partial,3960,3,352,3.5,383970
113,20,RL,60.0,21000,Pave,Reg,Bnk,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,BrkFace,TA,Gd,CBlock,Gd,TA,Mn,ALQ,Rec,TA,Y,3,1,Gd,7,Typ,2,Gd,Basment,Unf,2,450,TA,Y,0,10,2007,Abnorml,4068,2,312,3.0,217000
114,70,RL,61.0,7259,Pave,IR1,Lvl,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,8,1945,2002,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,None,TA,TA,CBlock,TA,TA,No,ALQ,LwQ,Ex,Y,3,1,Gd,9,Typ,1,TA,Detchd,Unf,1,180,TA,Y,0,7,2007,Normal,3348,3,0,3.5,259500
115,160,FV,34.0,3230,Pave,Reg,Lvl,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,Unf,Gd,Y,2,1,TA,5,Typ,1,Fa,Detchd,Unf,2,440,TA,Y,0,6,2007,Normal,2187,3,32,2.5,176000
116,20,RL,60.0,11616,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,BrkFace,TA,TA,CBlock,TA,TA,No,LwQ,BLQ,TA,Y,3,1,TA,6,Typ,1,Po,Attchd,Unf,1,288,TA,Y,0,9,2009,Normal,2184,1,164,1.5,139000
117,20,RL,74.0,8536,Pave,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,Gd,Y,2,1,TA,5,Typ,0,Gd,Attchd,Unf,2,430,TA,Y,0,4,2007,Partial,2250,2,64,1.5,155000
118,60,RL,90.0,12376,Pave,Reg,Lvl,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,1990,Hip,CompShg,Plywood,Plywood,None,None,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,Gd,Y,5,1,Gd,11,Typ,2,TA,Attchd,Unf,3,594,TA,Y,0,5,2010,Normal,4895,3,0,4.0,320000
119,60,RL,65.0,8461,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,2,390,TA,Y,0,7,2006,Partial,2184,3,24,2.5,163990
120,80,RL,60.0,21453,Pave,IR1,Low,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,SLvl,6,5,1969,1969,Flat,Metal,Plywood,Plywood,None,None,TA,TA,CBlock,TA,TA,Gd,ALQ,Unf,Ex,Y,1,1,TA,4,Typ,2,TA,Attchd,Unf,2,540,TA,Y,0,10,2006,Normal,1926,1,260,2.0,180000
121,50,RM,50.0,6060,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1939,1950,Gable,CompShg,AsbShng,AsbShng,None,None,TA,TA,PConc,TA,TA,No,Unf,Unf,Gd,Y,3,1,TA,4,Typ,0,Gd,Detchd,Unf,1,264,TA,P,0,6,2007,Normal,1855,1,140,1.0,100000
122,20,RL,75.0,9464,Pave,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1958,1958,Hip,CompShg,MetalSd,MetalSd,BrkFace,BrkFace,TA,Gd,CBlock,TA,TA,No,BLQ,Unf,Gd,Y,3,1,TA,5,Typ,0,Gd,Attchd,Unf,1,288,TA,Y,0,6,2008,Normal,2160,1,130,1.0,136000
123,120,RL,55.0,7892,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1993,1993,Gable,CompShg,Plywood,Plywood,None,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,2,1,Gd,5,Typ,0,Gd,Attchd,RFn,2,530,TA,Y,0,3,2008,Normal,2398,2,63,2.0,153900
124,20,RL,48.0,17043,Pave,IR1,Lvl,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1979,1998,Gable,CompShg,HdBoard,HdBoard,None,None,TA,Gd,CBlock,Gd,Fa,No,Unf,Unf,TA,Y,3,1,TA,7,Typ,1,TA,Attchd,Unf,2,435,TA,Y,0,1,2009,Normal,2948,2,0,2.0,181000
125,190,RM,60.0,6780,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,1.5Fin,6,8,1935,1982,Gable,CompShg,Wd Sdng,Wd Sdng,None,None,TA,Fa,CBlock,TA,TA,Av,GLQ,Unf,Gd,N,2,1,TA,5,Typ,0,Gd,Attchd,Unf,0,0,TA,N,0,6,2006,Normal,1040,1,0,2.0,84500
126,120,RL,60.0,4928,Pave,IR1,Lvl,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,None,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,TA,Y,2,1,TA,5,Typ,1,TA,Attchd,RFn,2,440,TA,Y,0,2,2007,Normal,2036,2,205,2.0,128000
127,45,RM,55.0,4388,Pave,IR1,Bnk,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Unf,5,7,1930,1950,Gable,CompShg,WdShing,Wd Sdng,None,None,TA,Gd,BrkTil,TA,TA,No,LwQ,Unf,Ex,Y,3,1,TA,5,Typ,1,TA,Attchd,Unf,0,0,TA,N,0,6,2007,Normal,1512,1,0,1.0,87000
128,60,RL,69.0,7590,Pave,Reg,Lvl,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,6,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,TA,Y,3,1,TA,6,Typ,1,Fa,Attchd,RFn,2,453,TA,Y,0,7,2006,Normal,2008,2,108,1.5,155000
129,20,RL,69.0,8973,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1958,1991,Gable,CompShg,Plywood,Plywood,BrkFace,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,BLQ,TA,Y,3,1,Ex,6,Typ,0,Gd,2Types,RFn,2,750,TA,Y,0,7,2006,Abnorml,2061,2,260,2.0,150000
130,60,RL,88.0,14200,Pave,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,1966,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,Ex,Y,4,1,Gd,8,Typ,2,Gd,Attchd,Fin,2,487,TA,Y,0,5,2006,Normal,3081,3,66,2.5,226000
131,60,RL,60.0,12224,Pave,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,3,1,Gd,7,Typ,1,TA,BuiltIn,RFn,2,390,TA,Y,0,7,2009,Normal,3046,3,48,3.5,244000
132,20,RL,75.0,7388,Pave,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,2002,Gable,CompShg,MetalSd,MetalSd,None,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,Gd,Y,3,1,Gd,7,Typ,0,Gd,Detchd,Unf,2,624,TA,Y,0,7,2007,Normal,2390,1,0,2.0,150750
133,20,RL,60.0,6853,Pave,IR1,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,BrkFace,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,Ex,Y,2,1,Gd,6,Typ,0,Gd,Attchd,Fin,2,471,TA,Y,0,6,2009,Normal,2563,2,25,3.0,220000
134,20,RL,78.0,10335,Pave,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1968,1993,Gable,CompShg,Plywood,Plywood,None,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,Gd,Y,3,1,TA,7,Min1,1,TA,Attchd,RFn,2,440,TA,Y,0,7,2006,Normal,3182,3,276,2.5,180000
135,20,RL,80.0,10400,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1970,1970,Hip,CompShg,Plywood,Plywood,BrkFace,BrkFace,TA,TA,PConc,TA,TA,No,Unf,Unf,Gd,Y,3,1,TA,7,Typ,1,Gd,Attchd,Unf,2,530,TA,Y,0,5,2008,Normal,2986,2,0,2.0,174000
